dataset,setting,regime,learner,method,repeat,T,K,target_mean,boundary_ratio,base_target_mean,target_feedback,lower_bound_source,mu_minus_K,z_star,cost,Lambda_T,normalized_cost,target_budget_fraction,target_cost,non_target_avg,H,T0,non_target_online_pulls,zero_non_target_pulls,online_ratio,status,seed,clean_sum_json,allocation_json,online_counts_json,trajectory_seconds
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,0,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.13659846567636336,26257,25059.44785667459,1.0477884488985836,0.6025821685645733,15822,1159.4444444444443,73693,26307,0,1,1.0,simulated,2492326142,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[1145, 1171, 1171, 1171, 1158, 1145, 1158, 1171, 1145, 15822]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 73693]",0.13452579200384207
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,0,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18939614126930276,41902,32976.642231990234,1.2706569609246445,0.6381795618347573,26741,1684.5555555555557,58048,41952,0,1,1.0,simulated,410435471,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[1673, 1694, 1694, 1694, 1683, 1673, 1683, 1694, 1673, 26741]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58048]",0.0031346670002676547
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,0,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.10717857919779214,48746,47353.36579619098,1.0294094026980665,0.6157018011734297,30013,2081.4444444444443,201204,48796,0,1,1.0,simulated,2722242303,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[2063, 2096, 2096, 2096, 2080, 2063, 2080, 2096, 2063, 30013]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 201204]",0.004439500000444241
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,0,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.14776493260187024,74722,61975.520735617014,1.20566957910299,0.6480420759615642,48423,2922.1111111111113,175228,74772,0,1,1.0,simulated,3210379574,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[2907, 2934, 2934, 2934, 2921, 2907, 2921, 2934, 2907, 48423]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 175228]",0.00795066700084135
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,0,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0730350127684482,124959,123603.82576037137,1.0109638535157957,0.6305348154194576,78791,5129.777777777777,874991,125009,0,1,1.0,simulated,538957713,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[5102, 5152, 5152, 5152, 5127, 5102, 5127, 5152, 5102, 78791]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 874991]",0.017825957998866215
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,0,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09962408820708102,182939,160643.27736779582,1.1387902624842352,0.6579242261081563,120360,6953.222222222223,817011,182989,0,1,1.0,simulated,2299809992,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[6931, 6971, 6971, 6971, 6951, 6931, 6951, 6971, 6931, 120360]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 817011]",0.03546079200168606
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,0,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05618853144972871,233367,232606.34472215077,1.0032701398526245,0.637776549383589,148836,9392.333333333334,2266583,233417,0,1,1.0,simulated,3638602152,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[9355, 9422, 9422, 9422, 9389, 9355, 9389, 9422, 9355, 148836]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2266583]",0.045373874992947094
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,0,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07606913560903711,333740,301113.0238807741,1.108354582936089,0.6621052316174267,220971,12529.888888888889,2166210,333790,0,1,1.0,simulated,2130585543,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[12501, 12553, 12553, 12553, 12527, 12501, 12527, 12553, 12501, 220971]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2166210]",0.0927570839994587
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,0,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0374079153844314,601650,603968.343962668,0.9961614810017074,0.6459203856062494,388618,23670.222222222223,9398300,601700,0,1,1.0,simulated,4067707996,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[23614, 23715, 23715, 23715, 23665, 23614, 23665, 23715, 23614, 388618]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9398300]",0.18176074999792036
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,0,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05007896869120011,836677,777780.8263738758,1.0757233549979708,0.6660814149307319,557295,31042.444444444445,9163273,836727,0,1,1.0,simulated,3965532255,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[30998, 31078, 31078, 31078, 31038, 30998, 31038, 31078, 30998, 557295]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9163273]",0.3972859579953365
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,0,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.13659846567636336,26257,25059.44785667459,1.0477884488985836,0.6025821685645733,15822,1159.4444444444443,73693,26307,0,1,1.0,simulated,2492326142,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[1145, 1171, 1171, 1171, 1158, 1145, 1158, 1171, 1145, 15822]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 73693]",0.13452579200384207
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,0,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18939614126930276,41902,32976.642231990234,1.2706569609246445,0.6381795618347573,26741,1684.5555555555557,58048,41952,0,1,1.0,simulated,410435471,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[1673, 1694, 1694, 1694, 1683, 1673, 1683, 1694, 1673, 26741]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58048]",0.0031346670002676547
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,0,250000,13,0.010399119360792878,0.12027652379813261,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.11799409278225209,54403,52119.122949772594,1.0438203277600888,0.6147822730364134,33446,1746.4166666666667,195532,54468,0,1,1.0,simulated,4178031522,"[4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 4.0, 2.0, 4.0, 5.0, 3.0, 4.0, 0.0]","[1749, 1749, 1734, 1749, 1749, 1764, 1749, 1718, 1749, 1764, 1734, 1749, 33446]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195532]",0.00487487499776762
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,0,250000,13,0.010399119360792878,0.12027652379813261,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.1613403240464908,82979,68402.66141806709,1.2130960737455003,0.6425481145832078,53318,2471.75,166956,83044,0,1,1.0,simulated,3354263295,"[4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 4.0, 2.0, 4.0, 5.0, 3.0, 4.0, 0.0]","[2474, 2474, 2461, 2474, 2474, 2486, 2474, 2449, 2474, 2486, 2461, 2474, 53318]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166956]",0.009537499994621612
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,0,1000000,18,0.005199559680396439,0.08268373492232584,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09042928088711222,158044,152792.03568165077,1.0343732858517045,0.6290716509326517,99421,3448.4117647058824,841866,158134,0,1,1.0,simulated,3297472940,"[4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 0.0]","[3451, 3451, 3471, 3451, 3430, 3471, 3451, 3451, 3451, 3430, 3451, 3430, 3451, 3451, 3451, 3430, 3451, 99421]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 841866]",0.03563091599789914
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,0,1000000,18,0.005199559680396439,0.08268373492232584,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.12182949543604091,229412,199711.916226929,1.1487146302242843,0.6490593342981187,148902,4735.882352941177,770498,229502,0,1,1.0,simulated,1849957206,"[4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 0.0]","[4738, 4738, 4754, 4738, 4721, 4754, 4738, 4738, 4738, 4721, 4738, 4721, 4738, 4738, 4738, 4721, 4738, 148902]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 770498]",0.0587752499995986
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,0,2500000,22,0.0032884902840059796,0.06497561341878554,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0747050550575982,317105,308517.9841897023,1.0278331126558173,0.63651787262894,201843,5488.666666666667,2182785,317215,0,1,1.0,simulated,2881787576,"[5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 3.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 0.0]","[5522, 5522, 5497, 5497, 5472, 5497, 5472, 5472, 5497, 5522, 5497, 5472, 5497, 5472, 5447, 5497, 5497, 5497, 5497, 5472, 5447, 201843]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2182785]",0.09746420799638145
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,0,2500000,22,0.0032884902840059796,0.06497561341878554,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09988688488062442,449447,402280.4279028685,1.1172479912657347,0.6526842987048529,293347,7433.333333333333,2050443,449557,0,1,1.0,simulated,3201677110,"[5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 3.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 0.0]","[7460, 7460, 7440, 7440, 7420, 7440, 7420, 7420, 7440, 7460, 7440, 7420, 7440, 7420, 7400, 7440, 7440, 7440, 7440, 7420, 7400, 293347]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2050443]",0.18447891699906904
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,0,10000000,32,0.0016442451420029898,0.04417182386119378,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05669874500550186,932150,912124.0448846335,1.0219552978870319,0.6448200396931825,601069,10680.032258064517,9067690,932310,0,1,1.0,simulated,3524952253,"[3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 2.0, 5.0, 3.0, 4.0, 3.0, 3.0, 5.0, 5.0, 3.0, 4.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 2.0, 2.0, 4.0, 2.0, 0.0]","[10657, 10725, 10725, 10691, 10657, 10725, 10725, 10623, 10725, 10657, 10691, 10657, 10657, 10725, 10725, 10657, 10691, 10657, 10691, 10725, 10691, 10691, 10691, 10657, 10657, 10691, 10657, 10623, 10623, 10691, 10623, 601069]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9067690]",0.5029079170053592
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,0,10000000,32,0.0016442451420029898,0.04417182386119378,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07505224260580465,1285162,1186263.2629214055,1.0833699737400928,0.6561203957166489,843221,14256.161290322581,8714678,1285322,0,1,1.0,simulated,2668775384,"[3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 2.0, 5.0, 3.0, 4.0, 3.0, 3.0, 5.0, 5.0, 3.0, 4.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 2.0, 2.0, 4.0, 2.0, 0.0]","[14238, 14291, 14291, 14265, 14238, 14291, 14291, 14212, 14291, 14238, 14265, 14238, 14238, 14291, 14291, 14238, 14265, 14238, 14265, 14291, 14265, 14265, 14265, 14238, 14238, 14265, 14238, 14212, 14212, 14265, 14212, 843221]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8714678]",1.0445079159981105
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,1,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.13651059271713378,26222,25059.44785667459,1.04639177008107,0.6029669742963923,15811,1156.7777777777778,73728,26272,0,1,1.0,simulated,3527542505,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[1172, 1134, 1172, 1172, 1160, 1147, 1160, 1147, 1147, 15811]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 73728]",0.002121500001521781
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,1,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18933835843124508,41869,32976.642231990234,1.2696562526121413,0.6384437173087487,26731,1682.0,58081,41919,0,1,1.0,simulated,2451453316,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[1695, 1663, 1695, 1695, 1684, 1674, 1684, 1674, 1674, 26731]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58081]",0.0030608750093961135
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,1,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.10712856632602344,48696,47353.36579619098,1.0283535115452558,0.6160054213898473,29997,2077.6666666666665,201254,48746,0,1,1.0,simulated,1733402015,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[2098, 2048, 2098, 2098, 2081, 2065, 2081, 2065, 2065, 29997]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 201254]",0.0045852909970562905
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,1,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.14773050904440782,74685,61975.520735617014,1.2050725691939028,0.6482024502912231,48411,2919.3333333333335,175265,74735,0,1,1.0,simulated,1907647992,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[2936, 2895, 2936, 2936, 2922, 2909, 2922, 2909, 2909, 48411]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 175265]",0.008116666998830624
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,1,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07301425853331997,124883,123603.82576037137,1.0103489858162524,0.630726359872841,78767,5124.0,875067,124933,0,1,1.0,simulated,401464650,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[5155, 5079, 5155, 5155, 5130, 5104, 5130, 5104, 5104, 78767]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 875067]",0.017589457987924106
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,1,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0996091058886884,182878,160643.27736779582,1.138410539155631,0.6580397860868995,120341,6948.555555555556,817072,182928,0,1,1.0,simulated,997376357,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[6973, 6913, 6973, 6973, 6953, 6933, 6953, 6933, 6933, 120341]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 817072]",0.03513962498982437
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,1,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.056177077444244425,233265,232606.34472215077,1.0028316307478027,0.6379139605170085,148803,9384.666666666666,2266685,233315,0,1,1.0,simulated,3814704592,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[9425, 9326, 9425, 9425, 9392, 9359, 9392, 9359, 9359, 148803]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2266685]",0.04520483300439082
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,1,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07606068619324174,333660,301113.0238807741,1.1080889019669666,0.6621890547263681,220946,12523.777777777777,2166290,333710,0,1,1.0,simulated,656587869,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[12556, 12477, 12556, 12556, 12530, 12503, 12530, 12503, 12503, 220946]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2166290]",0.09431070899881888
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,1,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.03740331915612306,601497,603968.343962668,0.9959081564665238,0.6460015594425242,388568,23658.777777777777,9398453,601547,0,1,1.0,simulated,1687630349,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[23721, 23569, 23721, 23721, 23670, 23619, 23670, 23619, 23619, 388568]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9398453]",0.22587341599864885
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,1,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.050075499273334365,836554,777780.8263738758,1.075565212760686,0.6661327302242294,557256,31033.11111111111,9163396,836604,0,1,1.0,simulated,3063066196,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[31082, 30962, 31082, 31082, 31042, 31002, 31042, 31002, 31002, 557256]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9163396]",0.40887654200196266
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,1,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.13651059271713378,26222,25059.44785667459,1.04639177008107,0.6029669742963923,15811,1156.7777777777778,73728,26272,0,1,1.0,simulated,3527542505,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[1172, 1134, 1172, 1172, 1160, 1147, 1160, 1147, 1147, 15811]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 73728]",0.002121500001521781
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,1,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18933835843124508,41869,32976.642231990234,1.2696562526121413,0.6384437173087487,26731,1682.0,58081,41919,0,1,1.0,simulated,2451453316,"[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.0]","[1695, 1663, 1695, 1695, 1684, 1674, 1684, 1674, 1674, 26731]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58081]",0.0030608750093961135
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,1,250000,13,0.010399119360792878,0.12027652379813261,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.11792018618352171,54326,52119.122949772594,1.0423429429607667,0.6152302764790339,33423,1741.9166666666667,195609,54391,0,1,1.0,simulated,1856253553,"[5.0, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 2.0, 2.0, 4.0, 1.0, 2.0, 0.0]","[1766, 1751, 1751, 1766, 1751, 1736, 1766, 1720, 1720, 1751, 1705, 1720, 33423]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195609]",0.005035416994360276
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,1,250000,13,0.010399119360792878,0.12027652379813261,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.1612900223064741,82911,68402.66141806709,1.2121019603792909,0.642845943240342,53299,2467.6666666666665,167024,82976,0,1,1.0,simulated,4238622893,"[5.0, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 2.0, 2.0, 4.0, 1.0, 2.0, 0.0]","[2487, 2475, 2475, 2487, 2475, 2463, 2487, 2450, 2450, 2475, 2438, 2450, 53299]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167024]",0.009624541999073699
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,1,1000000,18,0.005199559680396439,0.08268373492232584,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09042389141782514,158025,152792.03568165077,1.0342489338204273,0.629109318145863,99415,3447.6470588235293,841885,158115,0,1,1.0,simulated,1211844405,"[5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 2.0, 4.0, 4.0, 3.0, 2.0, 3.0, 0.0]","[3472, 3472, 3472, 3451, 3472, 3431, 3431, 3451, 3472, 3451, 3451, 3410, 3451, 3451, 3431, 3410, 3431, 99415]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 841885]",0.034769457997754216
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,1,1000000,18,0.005199559680396439,0.08268373492232584,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.12182567722435075,229393,199711.916226929,1.1486194931871012,0.6490912974676647,148897,4735.058823529412,770517,229483,0,1,1.0,simulated,2027590013,"[5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 2.0, 4.0, 4.0, 3.0, 2.0, 3.0, 0.0]","[4754, 4754, 4754, 4738, 4754, 4722, 4722, 4738, 4754, 4738, 4738, 4705, 4738, 4738, 4722, 4705, 4722, 148897]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 770517]",0.058325499994680285
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,1,2500000,22,0.0032884902840059796,0.06497561341878554,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07469122709086187,316977,308517.9841897023,1.027418225982886,0.6366455610343968,201802,5484.523809523809,2182913,317087,0,1,1.0,simulated,1396553311,"[5.0, 3.0, 5.0, 5.0, 4.0, 2.0, 3.0, 3.0, 3.0, 5.0, 2.0, 4.0, 3.0, 1.0, 4.0, 5.0, 4.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[5524, 5474, 5524, 5524, 5499, 5448, 5474, 5474, 5474, 5524, 5448, 5499, 5474, 5423, 5499, 5524, 5499, 5448, 5474, 5474, 5474, 201802]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2182913]",0.098095250010374
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,1,2500000,22,0.0032884902840059796,0.06497561341878554,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09987688824648602,449358,402280.4279028685,1.1170267525630118,0.6527445822707062,293316,7430.571428571428,2050532,449468,0,1,1.0,simulated,596787542,"[5.0, 3.0, 5.0, 5.0, 4.0, 2.0, 3.0, 3.0, 3.0, 5.0, 2.0, 4.0, 3.0, 1.0, 4.0, 5.0, 4.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[7462, 7422, 7462, 7462, 7442, 7402, 7422, 7422, 7422, 7462, 7402, 7442, 7422, 7382, 7442, 7462, 7442, 7402, 7422, 7422, 7422, 293316]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2050532]",0.18164125000475906
