dataset,setting,regime,learner,method,repeat,T,K,target_mean,boundary_ratio,base_target_mean,target_feedback,lower_bound_source,mu_minus_K,z_star,cost,Lambda_T,normalized_cost,target_budget_fraction,target_cost,non_target_avg,H,T0,non_target_online_pulls,zero_non_target_pulls,online_ratio,status,seed,clean_sum_json,allocation_json,online_counts_json,trajectory_seconds
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,8,10000000,32,0.0016442451420029898,0.04417182386119378,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05669484948770398,932032,912124.0448846335,1.0218259295180454,0.6448544685161024,601025,10677.645161290322,9067808,932192,0,1,1.0,simulated,3365626361,"[4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 5.0, 2.0, 5.0, 2.0, 3.0, 5.0, 5.0, 4.0, 3.0, 3.0, 2.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 2.0, 5.0, 0.0, 0.0]","[10693, 10727, 10693, 10693, 10693, 10727, 10693, 10693, 10659, 10727, 10625, 10727, 10625, 10659, 10727, 10727, 10693, 10659, 10659, 10625, 10659, 10693, 10693, 10659, 10659, 10693, 10659, 10659, 10625, 10727, 10557, 601025]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9067808]",0.5031351670040749
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,8,10000000,32,0.0016442451420029898,0.04417182386119378,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.075049369472722,1285053,1186263.2629214055,1.0832780885714235,0.6561495907172701,843187,14253.741935483871,8714787,1285213,0,1,1.0,simulated,4255620506,"[4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 5.0, 2.0, 5.0, 2.0, 3.0, 5.0, 5.0, 4.0, 3.0, 3.0, 2.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 2.0, 5.0, 0.0, 0.0]","[14266, 14292, 14266, 14266, 14266, 14292, 14266, 14266, 14239, 14292, 14213, 14292, 14213, 14239, 14292, 14292, 14266, 14239, 14239, 14213, 14239, 14266, 14266, 14239, 14239, 14266, 14239, 14239, 14213, 14292, 14159, 843187]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8714787]",1.0644080420024693
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,9,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.13636403570874245,26158,25059.44785667459,1.043837843100474,0.6036776511965747,15791,1151.888888888889,73792,26208,0,1,1.0,simulated,3710820309,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[1149, 1175, 1175, 1149, 1149, 1149, 1149, 1162, 1110, 15791]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 73792]",0.0020825409883400425
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,9,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18924202132523654,41813,32976.642231990234,1.2679580809303175,0.6389400425704924,26716,1677.4444444444443,58137,41863,0,1,1.0,simulated,2280783728,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[1675, 1696, 1696, 1675, 1675, 1675, 1675, 1686, 1644, 26716]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58137]",0.0030171249964041635
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,9,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.10704518333477989,48614,47353.36579619098,1.0266218500546465,0.6165096474266673,29971,2071.4444444444443,201336,48664,0,1,1.0,simulated,3106928842,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[2068, 2101, 2101, 2068, 2068, 2068, 2068, 2084, 2017, 29971]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 201336]",0.0044859170011477545
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,9,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.14767312274011973,74616,61975.520735617014,1.2039592263904701,0.648533826525142,48391,2913.8888888888887,175334,74666,0,1,1.0,simulated,1865620279,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[2911, 2938, 2938, 2911, 2911, 2911, 2911, 2924, 2870, 48391]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 175334]",0.008096542005660012
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,9,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07297966187421073,124756,123603.82576037137,1.0093215095288581,0.6310397896694347,78726,5114.444444444444,875194,124806,0,1,1.0,simulated,3015678687,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[5109, 5159, 5159, 5109, 5109, 5109, 5109, 5134, 5033, 78726]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 875194]",0.01761774999613408
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,9,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09958413010231332,182783,160643.27736779582,1.1378191667586242,0.6582121969767429,120310,6941.444444444444,817167,182833,0,1,1.0,simulated,188148682,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[6937, 6977, 6977, 6937, 6937, 6937, 6937, 6957, 6877, 120310]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 817167]",0.03528304101200774
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,9,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.056157986330075835,233100,232606.34472215077,1.0021222777841203,0.6381381381381381,148750,9372.222222222223,2266850,233150,0,1,1.0,simulated,507644054,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[9365, 9431, 9431, 9365, 9365, 9365, 9365, 9398, 9265, 148750]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2266850]",0.04643204199965112
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,9,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07604660189022885,333527,301113.0238807741,1.1076472073558008,0.6623271879038278,220904,12513.666666666666,2166423,333577,0,1,1.0,simulated,1417171189,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[12508, 12560, 12560, 12508, 12508, 12508, 12508, 12534, 12429, 220904]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2166423]",0.09337412499007769
MovieLens-25M,near-boundary-clean-log-v1,fixed,UCB,Ours,9,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.037395660465476085,601246,603968.343962668,0.9954925717715493,0.6461348599408562,388486,23640.0,9398704,601296,0,1,1.0,simulated,3356692730,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[23629, 23730, 23730, 23629, 23629, 23629, 23629, 23679, 23476, 388486]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9398704]",0.1831536249956116
MovieLens-25M,near-boundary-clean-log-v1,fixed,TS,Ours,9,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05006971761611416,836354,777780.8263738758,1.0753080709114424,0.6662155020481758,557192,31018.0,9163596,836404,0,1,1.0,simulated,3824243328,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[31009, 31089, 31089, 31009, 31009, 31009, 31009, 31049, 30890, 557192]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9163596]",0.4037336249893997
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,9,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.13636403570874245,26158,25059.44785667459,1.043837843100474,0.6036776511965747,15791,1151.888888888889,73792,26208,0,1,1.0,simulated,3710820309,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[1149, 1175, 1175, 1149, 1149, 1149, 1149, 1162, 1110, 15791]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 73792]",0.0020825409883400425
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,9,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18924202132523654,41813,32976.642231990234,1.2679580809303175,0.6389400425704924,26716,1677.4444444444443,58137,41863,0,1,1.0,simulated,2280783728,"[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.0]","[1675, 1696, 1696, 1675, 1675, 1675, 1675, 1686, 1644, 26716]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58137]",0.0030171249964041635
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,9,250000,13,0.010399119360792878,0.12027652379813261,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.11797932502600286,54386,52119.122949772594,1.0434941518953034,0.6149008936123267,33442,1745.3333333333333,195549,54451,0,1,1.0,simulated,3879822669,"[4.0, 4.0, 4.0, 5.0, 4.0, 2.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 0.0]","[1749, 1749, 1749, 1765, 1749, 1719, 1749, 1749, 1734, 1734, 1749, 1749, 33442]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195549]",0.0048418749938718975
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,9,250000,13,0.010399119360792878,0.12027652379813261,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.16133026671232115,82965,68402.66141806709,1.2128914033465747,0.6426083288133551,53314,2470.9166666666665,166970,83030,0,1,1.0,simulated,1936882198,"[4.0, 4.0, 4.0, 5.0, 4.0, 2.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 0.0]","[2474, 2474, 2474, 2486, 2474, 2449, 2474, 2474, 2462, 2462, 2474, 2474, 53314]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166970]",0.009522124993964098
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,9,1000000,18,0.005199559680396439,0.08268373492232584,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09045081526332288,158125,152792.03568165077,1.0349034181955707,0.6289138339920949,99447,3451.6470588235293,841785,158215,0,1,1.0,simulated,844577638,"[4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 2.0, 4.0, 5.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 0.0]","[3449, 3470, 3470, 3470, 3470, 3449, 3449, 3408, 3449, 3470, 3449, 3449, 3408, 3429, 3470, 3449, 3470, 99447]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 841785]",0.03477170800033491
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,9,1000000,18,0.005199559680396439,0.08268373492232584,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.12184476457413371,229480,199711.916226929,1.1490551206731503,0.6489541572250305,148922,4738.705882352941,770430,229570,0,1,1.0,simulated,1994182161,"[4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 2.0, 4.0, 5.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 0.0]","[4737, 4753, 4753, 4753, 4753, 4737, 4737, 4704, 4737, 4753, 4737, 4737, 4704, 4720, 4753, 4737, 4753, 148922]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 770430]",0.05908337500295602
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,9,2500000,22,0.0032884902840059796,0.06497561341878554,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07469399251053019,317003,308517.9841897023,1.027502499838325,0.6366185808967108,201810,5485.380952380952,2182887,317113,0,1,1.0,simulated,2171389003,"[3.0, 5.0, 5.0, 1.0, 4.0, 3.0, 5.0, 2.0, 3.0, 3.0, 2.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 0.0]","[5473, 5524, 5524, 5423, 5499, 5473, 5524, 5448, 5473, 5473, 5448, 5473, 5499, 5499, 5524, 5499, 5499, 5473, 5473, 5473, 5499, 201810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2182887]",0.09854283400636632
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,9,2500000,22,0.0032884902840059796,0.06497561341878554,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09987888808198553,449374,402280.4279028685,1.1170665258129395,0.6527346931509166,293322,7431.047619047619,2050516,449484,0,1,1.0,simulated,1525312396,"[3.0, 5.0, 5.0, 1.0, 4.0, 3.0, 5.0, 2.0, 3.0, 3.0, 2.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 0.0]","[7422, 7461, 7461, 7382, 7441, 7422, 7461, 7402, 7422, 7422, 7402, 7422, 7441, 7441, 7461, 7441, 7441, 7422, 7422, 7422, 7441, 293322]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2050516]",0.18205420899903402
MovieLens-25M,near-boundary-clean-log-v1,growing,UCB,Ours,9,10000000,32,0.0016442451420029898,0.04417182386119378,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.056694851009232786,932032,912124.0448846335,1.0218259295180454,0.6448544685161024,601025,10677.645161290322,9067808,932192,0,1,1.0,simulated,679738425,"[5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 2.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 2.0, 4.0, 3.0, 4.0, 4.0, 2.0, 4.0, 3.0, 4.0, 5.0, 2.0, 2.0, 0.0]","[10727, 10727, 10693, 10693, 10727, 10659, 10625, 10659, 10659, 10693, 10659, 10693, 10693, 10693, 10693, 10693, 10693, 10659, 10659, 10625, 10693, 10659, 10693, 10693, 10625, 10693, 10659, 10693, 10727, 10625, 10625, 601025]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9067808]",0.48948845799895935
MovieLens-25M,near-boundary-clean-log-v1,growing,TS,Ours,9,10000000,32,0.0016442451420029898,0.04417182386119378,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.075049369472722,1285056,1186263.2629214055,1.08328061752102,0.6561480589172768,843187,14253.838709677419,8714784,1285216,0,1,1.0,simulated,1374782176,"[5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 2.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 2.0, 4.0, 3.0, 4.0, 4.0, 2.0, 4.0, 3.0, 4.0, 5.0, 2.0, 2.0, 0.0]","[14292, 14292, 14266, 14266, 14292, 14239, 14213, 14239, 14239, 14266, 14239, 14266, 14266, 14266, 14266, 14266, 14266, 14239, 14239, 14213, 14266, 14239, 14266, 14266, 14213, 14266, 14239, 14266, 14292, 14213, 14213, 843187]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8714784]",1.069572624997818
