dataset,setting,learner,method,T,K,repeat,Delta_K,multiplier,sigma,exploration_parameter,delta,N0_i,cost,cost_definition,T0,H,target_ratio,online_ratio,post_attack_target_ratio,post_attack_H,allocation_json,clean_sum_json,online_counts_json,phase1_counts_json,phase2_counts_json,post_attack_counts_json,C1,C2,budget_log_json,status,infeasible_reason,seed,clean_seed,z_star,mu_minus_K,modifications,magnitude,trajectory_seconds
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,5,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,5,84406,injected samples,84456,915544,0.965394,1.0,1.0,915544,"[3833, 3833, 3801, 3865, 3833, 3865, 3865, 3833, 3833, 49845]","[4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 0.05169584593246332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915544]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915544]",0,0,,simulated,,3136171811,502036,0.05732576747548496,0.010339169186492664,0,0.0,0.02780095799244009
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,5,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,0,1305902,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,1292400,13502,"{""C1"": 1292400, ""C2"": 13502, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.010339169186492664, ""reason"": ""original budget reaches/exceeds T"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 1305902, ""version"": ""xu2021-original-settings-v1""}",infeasible,original budget reaches/exceeds T,2550146303,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,6,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,5,84213,injected samples,84263,915737,0.965524,1.0,1.0,915737,"[3840, 3840, 3872, 3808, 3872, 3840, 3808, 3808, 3743, 49782]","[4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 3.0, 3.0, 1.0, 0.05169584593246332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915737]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915737]",0,0,,simulated,,3389314524,602036,0.05726906002429985,0.010339169186492664,0,0.0,0.02827858302043751
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,6,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,0,1305902,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,1292400,13502,"{""C1"": 1292400, ""C2"": 13502, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.010339169186492664, ""reason"": ""original budget reaches/exceeds T"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 1305902, ""version"": ""xu2021-original-settings-v1""}",infeasible,original budget reaches/exceeds T,2835326478,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,7,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,5,84181,injected samples,84231,915769,0.965546,1.0,1.0,915769,"[3873, 3809, 3841, 3841, 3841, 3809, 3809, 3809, 3777, 49772]","[5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.0, 0.05169584593246332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915769]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915769]",0,0,,simulated,,2110822208,702036,0.05725961785319049,0.010339169186492664,0,0.0,0.027063249988714233
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,7,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,0,1305902,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,1292400,13502,"{""C1"": 1292400, ""C2"": 13502, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.010339169186492664, ""reason"": ""original budget reaches/exceeds T"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 1305902, ""version"": ""xu2021-original-settings-v1""}",infeasible,original budget reaches/exceeds T,216542134,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,8,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,5,84277,injected samples,84327,915673,0.965481,1.0,1.0,915673,"[3838, 3870, 3870, 3805, 3838, 3838, 3805, 3805, 3805, 49803]","[4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 0.05169584593246332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915673]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915673]",0,0,,simulated,,257670114,802036,0.05728797156929366,0.010339169186492664,0,0.0,0.02726750000147149
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,8,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,0,1305902,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,1292400,13502,"{""C1"": 1292400, ""C2"": 13502, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.010339169186492664, ""reason"": ""original budget reaches/exceeds T"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 1305902, ""version"": ""xu2021-original-settings-v1""}",infeasible,original budget reaches/exceeds T,1506121526,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,9,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,5,84116,injected samples,84166,915834,0.96559,1.0,1.0,915834,"[3811, 3876, 3876, 3811, 3811, 3811, 3811, 3844, 3714, 49751]","[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.05169584593246332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915834]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915834]",0,0,,simulated,,2372831086,902036,0.0572406993286297,0.010339169186492664,0,0.0,0.027496915980009362
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,9,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,0,1305902,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,1292400,13502,"{""C1"": 1292400, ""C2"": 13502, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.010339169186492664, ""reason"": ""original budget reaches/exceeds T"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 1305902, ""version"": ""xu2021-original-settings-v1""}",infeasible,original budget reaches/exceeds T,1363315540,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,10,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,5,84248,injected samples,84298,915702,0.9655,1.0,1.0,915702,"[3871, 3839, 3807, 3839, 3807, 3839, 3807, 3839, 3807, 49793]","[5.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 0.05169584593246332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915702]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 915702]",0,0,,simulated,,1111213843,1002036,0.057278523841721746,0.010339169186492664,0,0.0,0.026945084013277665
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,10,0.010339169186492664,0.2,0.3333333333333333,0.3333333333333333,0.05,0,1305902,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,1292400,13502,"{""C1"": 1292400, ""C2"": 13502, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.010339169186492664, ""reason"": ""original budget reaches/exceeds T"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 1305902, ""version"": ""xu2021-original-settings-v1""}",infeasible,original budget reaches/exceeds T,1308794468,,,,,,
