algorithm,repeat,K,T,status,cost,native_cost,cost_definition,target_ratio,post_phase_ratio,target_pulls,non_target_pulls,clipped_cost,requested_cost
Zuo2024 clipped TS,4,50,200000,failed,188616,188616,online reward-lowering modification count clipped at r_l,0.049795,,9959,190041,7.154010332022374e+17,7.154010332023834e+17
Xu2021 observation-free UCB,4,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Xu2021 observation-free TS,4,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Our offline UCB,5,5,200000,ok,27887.0,27887.0,injected samples,1.0,,172088,0,0.0,27887.0
Our offline TS,5,5,200000,ok,41996.0,41996.0,injected samples,1.0,,157979,0,0.0,41996.0
Jun2018 clipped UCB,5,5,200000,failed,92038,92038,online reward-lowering modification count clipped at r_l,0.537335,,107467,92533,30725479.78613598,30801548.452802103
Zuo2024 clipped TS,5,5,200000,failed,48535,48535,online reward-lowering modification count clipped at r_l,0.756045,,151209,48791,5.77544275561085e+17,5.775442755611256e+17
Xu2021 observation-free UCB,5,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Xu2021 observation-free TS,5,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Our offline UCB,5,10,200000,ok,36861.0,36861.0,injected samples,1.0,,163089,0,0.0,36861.0
Our offline TS,5,10,200000,ok,53599.0,53599.0,injected samples,1.0,,146351,0,0.0,53599.0
Jun2018 clipped UCB,5,10,200000,failed,145948,145948,online reward-lowering modification count clipped at r_l,0.26553,,53106,146894,49144242.82335336,49262069.26779739
Zuo2024 clipped TS,5,10,200000,failed,96884,96884,online reward-lowering modification count clipped at r_l,0.512325,,102465,97535,1.0257544312762486e+18,1.0257544312763244e+18
Xu2021 observation-free UCB,5,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Xu2021 observation-free TS,5,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Our offline UCB,5,15,200000,ok,42842.0,42842.0,injected samples,1.0,,157083,0,0.0,42842.0
Our offline TS,5,15,200000,ok,61264.0,61264.0,injected samples,1.0,,138661,0,0.0,61264.0
Jun2018 clipped UCB,5,15,200000,failed,167161,167161,online reward-lowering modification count clipped at r_l,0.15812,,31624,168376,53397613.608461276,53532112.27512874
Zuo2024 clipped TS,5,15,200000,failed,132496,132496,online reward-lowering modification count clipped at r_l,0.33256,,66512,133488,1.2351753010202655e+18,1.2351753010203727e+18
Xu2021 observation-free UCB,5,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Xu2021 observation-free TS,5,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Our offline UCB,5,20,200000,ok,47414.0,47414.0,injected samples,1.0,,152486,0,0.0,47414.0
Our offline TS,5,20,200000,ok,67121.0,67121.0,injected samples,1.0,,132779,0,0.0,67121.0
Jun2018 clipped UCB,5,20,200000,failed,177023,177023,online reward-lowering modification count clipped at r_l,0.10854,,21708,178292,53478154.969424285,53621110.1916453
Zuo2024 clipped TS,5,20,200000,failed,153062,153062,online reward-lowering modification count clipped at r_l,0.229085,,45817,154183,1.2142350250936812e+18,1.2142350250938045e+18
Xu2021 observation-free UCB,5,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Xu2021 observation-free TS,5,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Our offline UCB,5,30,200000,ok,54454.0,54454.0,injected samples,1.0,,145396,0,0.0,54454.0
Our offline TS,5,30,200000,ok,76099.0,76099.0,injected samples,1.0,,123751,0,0.0,76099.0
Jun2018 clipped UCB,5,30,200000,failed,186139,186139,online reward-lowering modification count clipped at r_l,0.06286,,12572,187428,50517479.290879615,50665519.84643438
Zuo2024 clipped TS,5,30,200000,failed,175738,175738,online reward-lowering modification count clipped at r_l,0.114955,,22991,177009,1.0485547746674952e+18,1.048554774667634e+18
Xu2021 observation-free UCB,5,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Xu2021 observation-free TS,5,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Our offline UCB,5,40,200000,ok,59854.0,59854.0,injected samples,1.0,,139946,0,0.0,59854.0
Our offline TS,5,40,200000,ok,82975.0,82975.0,injected samples,1.0,,116825,0,0.0,82975.0
Jun2018 clipped UCB,5,40,200000,failed,190161,190161,online reward-lowering modification count clipped at r_l,0.042235,,8447,191553,47248766.18534088,47396805.62978517
Zuo2024 clipped TS,5,40,200000,failed,184867,184867,online reward-lowering modification count clipped at r_l,0.069065,,13813,186187,8.626778558025484e+17,8.626778558026904e+17
Xu2021 observation-free UCB,5,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Xu2021 observation-free TS,5,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Our offline UCB,5,50,200000,ok,64437.0,64437.0,injected samples,1.0,,135313,0,0.0,64437.0
Our offline TS,5,50,200000,ok,88693.0,88693.0,injected samples,1.0,,111057,0,0.0,88693.0
Jun2018 clipped UCB,5,50,200000,failed,192212,192212,online reward-lowering modification count clipped at r_l,0.031885,,6377,193623,44350546.887351155,44499803.10957492
Zuo2024 clipped TS,5,50,200000,failed,188964,188964,online reward-lowering modification count clipped at r_l,0.048555,,9711,190289,7.172513387667035e+17,7.172513387668507e+17
Xu2021 observation-free UCB,5,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Xu2021 observation-free TS,5,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Our offline UCB,6,5,200000,ok,27882.0,27882.0,injected samples,1.0,,172093,0,0.0,27882.0
Our offline TS,6,5,200000,ok,41992.0,41992.0,injected samples,1.0,,157983,0,0.0,41992.0
Jun2018 clipped UCB,6,5,200000,failed,92032,92032,online reward-lowering modification count clipped at r_l,0.53726,,107452,92548,31006103.255904283,31082157.811459407
Zuo2024 clipped TS,6,5,200000,failed,48687,48687,online reward-lowering modification count clipped at r_l,0.755265,,151053,48947,5.812316979562705e+17,5.812316979563109e+17
Xu2021 observation-free UCB,6,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Xu2021 observation-free TS,6,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Our offline UCB,6,10,200000,ok,36867.0,36867.0,injected samples,1.0,,163083,0,0.0,36867.0
Our offline TS,6,10,200000,ok,53602.0,53602.0,injected samples,1.0,,146348,0,0.0,53602.0
Jun2018 clipped UCB,6,10,200000,failed,145313,145313,online reward-lowering modification count clipped at r_l,0.268645,,53729,146271,48736169.747158974,48853683.858269826
Zuo2024 clipped TS,6,10,200000,failed,96650,96650,online reward-lowering modification count clipped at r_l,0.513535,,102707,97293,1.0206714079030015e+18,1.0206714079030794e+18
Xu2021 observation-free UCB,6,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Xu2021 observation-free TS,6,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Our offline UCB,6,15,200000,ok,42817.0,42817.0,injected samples,1.0,,157108,0,0.0,42817.0
Our offline TS,6,15,200000,ok,61245.0,61245.0,injected samples,1.0,,138680,0,0.0,61245.0
Jun2018 clipped UCB,6,15,200000,failed,167165,167165,online reward-lowering modification count clipped at r_l,0.15778,,31556,168444,54207977.77153842,54342403.438206464
Zuo2024 clipped TS,6,15,200000,failed,130762,130762,online reward-lowering modification count clipped at r_l,0.34128,,68256,131744,1.2031072845778563e+18,1.2031072845779643e+18
Xu2021 observation-free UCB,6,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Xu2021 observation-free TS,6,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Our offline UCB,6,20,200000,ok,47411.0,47411.0,injected samples,1.0,,152489,0,0.0,47411.0
Our offline TS,6,20,200000,ok,67119.0,67119.0,injected samples,1.0,,132781,0,0.0,67119.0
Jun2018 clipped UCB,6,20,200000,failed,177121,177121,online reward-lowering modification count clipped at r_l,0.107755,,21551,178449,53467756.38615506,53610835.16393235
Zuo2024 clipped TS,6,20,200000,failed,153624,153624,online reward-lowering modification count clipped at r_l,0.22634,,45268,154732,1.2228906419655345e+18,1.2228906419656576e+18
Xu2021 observation-free UCB,6,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Xu2021 observation-free TS,6,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Our offline UCB,6,30,200000,ok,54418.0,54418.0,injected samples,1.0,,145432,0,0.0,54418.0
Our offline TS,6,30,200000,ok,76073.0,76073.0,injected samples,1.0,,123777,0,0.0,76073.0
Jun2018 clipped UCB,6,30,200000,failed,186005,186005,online reward-lowering modification count clipped at r_l,0.06325,,12650,187350,49791077.81495663,49939198.48162304
Zuo2024 clipped TS,6,30,200000,failed,175302,175302,online reward-lowering modification count clipped at r_l,0.11686,,23372,176628,1.0440545200839346e+18,1.044054520084075e+18
Xu2021 observation-free UCB,6,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Xu2021 observation-free TS,6,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Our offline UCB,6,40,200000,ok,59900.0,59900.0,injected samples,1.0,,139900,0,0.0,59900.0
Our offline TS,6,40,200000,ok,83007.0,83007.0,injected samples,1.0,,116793,0,0.0,83007.0
Jun2018 clipped UCB,6,40,200000,failed,189976,189976,online reward-lowering modification count clipped at r_l,0.043165,,8633,191367,47245694.394981734,47393566.172759995
Zuo2024 clipped TS,6,40,200000,failed,184491,184491,online reward-lowering modification count clipped at r_l,0.07086,,14172,185828,8.593755788862172e+17,8.59375578886357e+17
Xu2021 observation-free UCB,6,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Xu2021 observation-free TS,6,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Our offline UCB,6,50,200000,ok,64462.0,64462.0,injected samples,1.0,,135288,0,0.0,64462.0
Our offline TS,6,50,200000,ok,88710.0,88710.0,injected samples,1.0,,111040,0,0.0,88710.0
Jun2018 clipped UCB,6,50,200000,failed,192032,192032,online reward-lowering modification count clipped at r_l,0.032675,,6535,193465,43345988.70008009,43495125.47785846
Zuo2024 clipped TS,6,50,200000,failed,188837,188837,online reward-lowering modification count clipped at r_l,0.048555,,9711,190289,7.172541973601843e+17,7.172541973603327e+17
Xu2021 observation-free UCB,6,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Xu2021 observation-free TS,6,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Our offline UCB,7,5,200000,ok,27877.0,27877.0,injected samples,1.0,,172098,0,0.0,27877.0
Our offline TS,7,5,200000,ok,41990.0,41990.0,injected samples,1.0,,157985,0,0.0,41990.0
Jun2018 clipped UCB,7,5,200000,failed,92699,92699,online reward-lowering modification count clipped at r_l,0.533975,,106795,93205,31454142.99979029,31530784.55534608
Zuo2024 clipped TS,7,5,200000,failed,48857,48857,online reward-lowering modification count clipped at r_l,0.75438,,150876,49124,5.85446240693769e+17,5.854462406938092e+17
Xu2021 observation-free UCB,7,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Xu2021 observation-free TS,7,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Our offline UCB,7,10,200000,ok,36848.0,36848.0,injected samples,1.0,,163102,0,0.0,36848.0
Our offline TS,7,10,200000,ok,53589.0,53589.0,injected samples,1.0,,146361,0,0.0,53589.0
Jun2018 clipped UCB,7,10,200000,failed,145472,145472,online reward-lowering modification count clipped at r_l,0.26779,,53558,146442,48701963.73833966,48819396.071672425
Zuo2024 clipped TS,7,10,200000,failed,96452,96452,online reward-lowering modification count clipped at r_l,0.51435,,102870,97130,1.017253017372092e+18,1.017253017372167e+18
Xu2021 observation-free UCB,7,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Xu2021 observation-free TS,7,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Our offline UCB,7,15,200000,ok,42825.0,42825.0,injected samples,1.0,,157100,0,0.0,42825.0
Our offline TS,7,15,200000,ok,61251.0,61251.0,injected samples,1.0,,138674,0,0.0,61251.0
Jun2018 clipped UCB,7,15,200000,failed,166786,166786,online reward-lowering modification count clipped at r_l,0.160055,,32011,167989,53608499.954449035,53742801.843338005
Zuo2024 clipped TS,7,15,200000,failed,131187,131187,online reward-lowering modification count clipped at r_l,0.33876,,67752,132248,1.2123564176196756e+18,1.2123564176197824e+18
Xu2021 observation-free UCB,7,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Xu2021 observation-free TS,7,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Our offline UCB,7,20,200000,ok,47391.0,47391.0,injected samples,1.0,,152509,0,0.0,47391.0
Our offline TS,7,20,200000,ok,67103.0,67103.0,injected samples,1.0,,132797,0,0.0,67103.0
Jun2018 clipped UCB,7,20,200000,failed,177022,177022,online reward-lowering modification count clipped at r_l,0.108655,,21731,178269,52881544.417832755,53024823.306722134
Zuo2024 clipped TS,7,20,200000,failed,153560,153560,online reward-lowering modification count clipped at r_l,0.22676,,45352,154648,1.2215671248920899e+18,1.2215671248922145e+18
Xu2021 observation-free UCB,7,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Xu2021 observation-free TS,7,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Our offline UCB,7,30,200000,ok,54455.0,54455.0,injected samples,1.0,,145395,0,0.0,54455.0
Our offline TS,7,30,200000,ok,76098.0,76098.0,injected samples,1.0,,123752,0,0.0,76098.0
Jun2018 clipped UCB,7,30,200000,failed,186262,186262,online reward-lowering modification count clipped at r_l,0.06193,,12386,187614,51003874.03744672,51152052.37078007
Zuo2024 clipped TS,7,30,200000,failed,175157,175157,online reward-lowering modification count clipped at r_l,0.11778,,23556,176444,1.0418697920890542e+18,1.0418697920891928e+18
Xu2021 observation-free UCB,7,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Xu2021 observation-free TS,7,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Our offline UCB,7,40,200000,ok,59869.0,59869.0,injected samples,1.0,,139931,0,0.0,59869.0
Our offline TS,7,40,200000,ok,82984.0,82984.0,injected samples,1.0,,116816,0,0.0,82984.0
Jun2018 clipped UCB,7,40,200000,failed,190113,190113,online reward-lowering modification count clipped at r_l,0.042915,,8583,191417,46993807.27283365,47141865.495054066
Zuo2024 clipped TS,7,40,200000,failed,185248,185248,online reward-lowering modification count clipped at r_l,0.066905,,13381,186619,8.667200406957219e+17,8.66720040695869e+17
Xu2021 observation-free UCB,7,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Xu2021 observation-free TS,7,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Our offline UCB,7,50,200000,ok,64433.0,64433.0,injected samples,1.0,,135317,0,0.0,64433.0
Our offline TS,7,50,200000,ok,88689.0,88689.0,injected samples,1.0,,111061,0,0.0,88689.0
Jun2018 clipped UCB,7,50,200000,failed,192172,192172,online reward-lowering modification count clipped at r_l,0.032075,,6415,193585,44347093.6384683,44496534.527354784
Zuo2024 clipped TS,7,50,200000,failed,188899,188899,online reward-lowering modification count clipped at r_l,0.048465,,9693,190307,7.173796610802405e+17,7.173796610803872e+17
Xu2021 observation-free UCB,7,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Xu2021 observation-free TS,7,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Our offline UCB,8,5,200000,ok,27878.0,27878.0,injected samples,1.0,,172097,0,0.0,27878.0
Our offline TS,8,5,200000,ok,41990.0,41990.0,injected samples,1.0,,157985,0,0.0,41990.0
Jun2018 clipped UCB,8,5,200000,failed,92195,92195,online reward-lowering modification count clipped at r_l,0.536565,,107313,92687,31089079.835139636,31165182.61291742
Zuo2024 clipped TS,8,5,200000,failed,47836,47836,online reward-lowering modification count clipped at r_l,0.759395,,151879,48121,5.6178218594248416e+17,5.6178218594252275e+17
Xu2021 observation-free UCB,8,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Xu2021 observation-free TS,8,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Our offline UCB,8,10,200000,ok,36883.0,36883.0,injected samples,1.0,,163067,0,0.0,36883.0
Our offline TS,8,10,200000,ok,53614.0,53614.0,injected samples,1.0,,146336,0,0.0,53614.0
Jun2018 clipped UCB,8,10,200000,failed,145611,145611,online reward-lowering modification count clipped at r_l,0.2672,,53440,146560,49309537.54098528,49427254.207651705
Zuo2024 clipped TS,8,10,200000,failed,97582,97582,online reward-lowering modification count clipped at r_l,0.508745,,101749,98251,1.0408663257890129e+18,1.0408663257890932e+18
Xu2021 observation-free UCB,8,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Xu2021 observation-free TS,8,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Our offline UCB,8,15,200000,ok,42819.0,42819.0,injected samples,1.0,,157106,0,0.0,42819.0
Our offline TS,8,15,200000,ok,61246.0,61246.0,injected samples,1.0,,138679,0,0.0,61246.0
Jun2018 clipped UCB,8,15,200000,failed,167769,167769,online reward-lowering modification count clipped at r_l,0.15486,,30972,169028,55022467.80967407,55157438.36522953
Zuo2024 clipped TS,8,15,200000,failed,130987,130987,online reward-lowering modification count clipped at r_l,0.340055,,68011,131989,1.2075914937774487e+18,1.207591493777555e+18
Xu2021 observation-free UCB,8,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Xu2021 observation-free TS,8,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Our offline UCB,8,20,200000,ok,47392.0,47392.0,injected samples,1.0,,152508,0,0.0,47392.0
Our offline TS,8,20,200000,ok,67104.0,67104.0,injected samples,1.0,,132796,0,0.0,67104.0
Jun2018 clipped UCB,8,20,200000,failed,176805,176805,online reward-lowering modification count clipped at r_l,0.109635,,21927,178073,52694316.48485355,52837221.81818604
Zuo2024 clipped TS,8,20,200000,failed,153000,153000,online reward-lowering modification count clipped at r_l,0.229265,,45853,154147,1.2136985740533478e+18,1.2136985740534712e+18
Xu2021 observation-free UCB,8,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Xu2021 observation-free TS,8,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Our offline UCB,8,30,200000,ok,54424.0,54424.0,injected samples,1.0,,145426,0,0.0,54424.0
Our offline TS,8,30,200000,ok,76078.0,76078.0,injected samples,1.0,,123772,0,0.0,76078.0
Jun2018 clipped UCB,8,30,200000,failed,186132,186132,online reward-lowering modification count clipped at r_l,0.062715,,12543,187457,50523744.71492029,50671845.159364484
Zuo2024 clipped TS,8,30,200000,failed,175610,175610,online reward-lowering modification count clipped at r_l,0.115655,,23131,176869,1.0469036430018301e+18,1.0469036430019699e+18
Xu2021 observation-free UCB,8,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Xu2021 observation-free TS,8,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Our offline UCB,8,40,200000,ok,59874.0,59874.0,injected samples,1.0,,139926,0,0.0,59874.0
Our offline TS,8,40,200000,ok,82986.0,82986.0,injected samples,1.0,,116814,0,0.0,82986.0
Jun2018 clipped UCB,8,40,200000,failed,190273,190273,online reward-lowering modification count clipped at r_l,0.04187,,8374,191626,48049946.36641412,48197997.366414264
Zuo2024 clipped TS,8,40,200000,failed,184894,184894,online reward-lowering modification count clipped at r_l,0.069175,,13835,186165,8.62513635146009e+17,8.62513635146151e+17
Xu2021 observation-free UCB,8,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Xu2021 observation-free TS,8,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Our offline UCB,8,50,200000,ok,64407.0,64407.0,injected samples,1.0,,135343,0,0.0,64407.0
Our offline TS,8,50,200000,ok,88670.0,88670.0,injected samples,1.0,,111080,0,0.0,88670.0
Jun2018 clipped UCB,8,50,200000,failed,192123,192123,online reward-lowering modification count clipped at r_l,0.03209,,6418,193582,44385694.52175651,44534936.29953575
Zuo2024 clipped TS,8,50,200000,failed,188591,188591,online reward-lowering modification count clipped at r_l,0.05005,,10010,189990,7.149990777175382e+17,7.149990777176856e+17
Xu2021 observation-free UCB,8,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Xu2021 observation-free TS,8,50,200000,infeasible,,3559292.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,3559292.0
Our offline UCB,9,5,200000,ok,27870.0,27870.0,injected samples,1.0,,172105,0,0.0,27870.0
Our offline TS,9,5,200000,ok,41984.0,41984.0,injected samples,1.0,,157991,0,0.0,41984.0
Jun2018 clipped UCB,9,5,200000,failed,91859,91859,online reward-lowering modification count clipped at r_l,0.53799,,107598,92402,31413797.841183707,31489757.50784924
Zuo2024 clipped TS,9,5,200000,failed,49005,49005,online reward-lowering modification count clipped at r_l,0.753605,,150721,49279,5.891584298017133e+17,5.891584298017535e+17
Xu2021 observation-free UCB,9,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Xu2021 observation-free TS,9,5,200000,infeasible,,355930.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,355930.0
Our offline UCB,9,10,200000,ok,36860.0,36860.0,injected samples,1.0,,163090,0,0.0,36860.0
Our offline TS,9,10,200000,ok,53598.0,53598.0,injected samples,1.0,,146352,0,0.0,53598.0
Jun2018 clipped UCB,9,10,200000,failed,145668,145668,online reward-lowering modification count clipped at r_l,0.266935,,53387,146613,48759480.62601667,48877035.40379637
Zuo2024 clipped TS,9,10,200000,failed,98162,98162,online reward-lowering modification count clipped at r_l,0.506175,,101235,98765,1.0517892593532915e+18,1.0517892593533718e+18
Xu2021 observation-free UCB,9,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Xu2021 observation-free TS,9,10,200000,infeasible,,711860.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,711860.0
Our offline UCB,9,15,200000,ok,42798.0,42798.0,injected samples,1.0,,157127,0,0.0,42798.0
Our offline TS,9,15,200000,ok,61231.0,61231.0,injected samples,1.0,,138694,0,0.0,61231.0
Jun2018 clipped UCB,9,15,200000,failed,166372,166372,online reward-lowering modification count clipped at r_l,0.16189,,32378,167622,52792489.96533368,52926294.07644448
Zuo2024 clipped TS,9,15,200000,failed,131709,131709,online reward-lowering modification count clipped at r_l,0.336625,,67325,132675,1.220187595211657e+18,1.2201875952117627e+18
Xu2021 observation-free UCB,9,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Xu2021 observation-free TS,9,15,200000,infeasible,,1067788.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1067788.0
Our offline UCB,9,20,200000,ok,47417.0,47417.0,injected samples,1.0,,152483,0,0.0,47417.0
Our offline TS,9,20,200000,ok,67122.0,67122.0,injected samples,1.0,,132778,0,0.0,67122.0
Jun2018 clipped UCB,9,20,200000,failed,177100,177100,online reward-lowering modification count clipped at r_l,0.107915,,21583,178417,53580813.86332388,53724051.86332249
Zuo2024 clipped TS,9,20,200000,failed,154177,154177,online reward-lowering modification count clipped at r_l,0.223375,,44675,155325,1.2322994603404733e+18,1.2322994603406e+18
Xu2021 observation-free UCB,9,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Xu2021 observation-free TS,9,20,200000,infeasible,,1423718.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,1423718.0
Our offline UCB,9,30,200000,ok,54442.0,54442.0,injected samples,1.0,,145408,0,0.0,54442.0
Our offline TS,9,30,200000,ok,76091.0,76091.0,injected samples,1.0,,123759,0,0.0,76091.0
Jun2018 clipped UCB,9,30,200000,failed,186054,186054,online reward-lowering modification count clipped at r_l,0.06294,,12588,187412,50394728.3121048,50542919.75655057
Zuo2024 clipped TS,9,30,200000,failed,176297,176297,online reward-lowering modification count clipped at r_l,0.111875,,22375,177625,1.0558647916881912e+18,1.0558647916883316e+18
Xu2021 observation-free UCB,9,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Xu2021 observation-free TS,9,30,200000,infeasible,,2135576.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2135576.0
Our offline UCB,9,40,200000,ok,59893.0,59893.0,injected samples,1.0,,139907,0,0.0,59893.0
Our offline TS,9,40,200000,ok,83002.0,83002.0,injected samples,1.0,,116798,0,0.0,83002.0
Jun2018 clipped UCB,9,40,200000,failed,189839,189839,online reward-lowering modification count clipped at r_l,0.04382,,8764,191236,46655309.96923901,46802882.30257118
Zuo2024 clipped TS,9,40,200000,failed,184059,184059,online reward-lowering modification count clipped at r_l,0.072975,,14595,185405,8.554601540736296e+17,8.554601540737715e+17
Xu2021 observation-free UCB,9,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Xu2021 observation-free TS,9,40,200000,infeasible,,2847434.0,corrupted rounds; not simulated because native cost exceeds horizon,,,,,0.0,2847434.0
Our offline UCB,9,50,200000,ok,64407.0,64407.0,injected samples,1.0,,135343,0,0.0,64407.0
Our offline TS,9,50,200000,ok,88672.0,88672.0,injected samples,1.0,,111078,0,0.0,88672.0
