algorithm,repeat,T,status,native_cost,target_ratio,post_phase_ratio,target_pulls,non_target_pulls,clipped_cost,requested_cost,sample_equivalent_cost
Xu2021 observation-free TS,7,10000000,simulated,940008.0,0.957703,1.0,9577030,422970,0.0,940008.0,9400080.0
Jun2018 clipped UCB,7,15000000,failed,1671840,0.8878018,,13317027,1682973,129463794.75635019,130804574.10482568,
Zuo2024 clipped TS,7,15000000,failed,300776,0.9798161333333333,,14697242,302758,9.88285694946419e+18,9.882856949464433e+18,
Xu2021 observation-free UCB,7,15000000,simulated,963656.0,0.9710902,1.0,14566353,433647,0.0,963656.0,9636560.0
Xu2021 observation-free TS,7,15000000,simulated,963656.0,0.9710881333333333,1.0,14566322,433678,0.0,963656.0,9636560.0
Jun2018 clipped UCB,7,20000000,failed,1844016,0.90717805,,18143561,1856439,127858893.76123008,129336977.80921125,
Zuo2024 clipped TS,7,20000000,failed,314722,0.9841579,,19683158,316842,1.0823705646073932e+19,1.0823705646074192e+19,
Xu2021 observation-free UCB,7,20000000,simulated,980432.0,0.9779401,1.0,19558802,441198,0.0,980432.0,9804320.0
Xu2021 observation-free TS,7,20000000,simulated,980432.0,0.9779397,1.0,19558794,441206,0.0,980432.0,9804320.0
Jun2018 clipped UCB,7,25000000,failed,1977265,0.92038432,,23009608,1990392,125165588.07434706,126749888.80521728,
Zuo2024 clipped TS,7,25000000,failed,324513,0.98693324,,24673331,326669,1.1505552086777704e+19,1.1505552086777983e+19,
Xu2021 observation-free UCB,7,25000000,simulated,993446.0,0.98211772,1.0,24552943,447057,0.0,993446.0,9934460.0
Xu2021 observation-free TS,7,25000000,simulated,993446.0,0.9821156,1.0,24552890,447110,0.0,993446.0,9934460.0
Jun2018 clipped UCB,8,100000,failed,79375,0.20086,,20086,79914,23125578.664010685,23189632.219566066,
Zuo2024 clipped TS,8,100000,failed,64281,0.35306,,35306,64694,4.513098952105968e+17,4.513098952106481e+17,
Xu2021 observation-free UCB,8,100000,infeasible,671434.0,,,,,0.0,671434.0,6714340.0
Xu2021 observation-free TS,8,100000,infeasible,671434.0,,,,,0.0,671434.0,6714340.0
Jun2018 clipped UCB,8,250000,failed,174162,0.298648,,74662,175338,59612198.06846531,59752868.29068655,
Zuo2024 clipped TS,8,250000,failed,109329,0.559648,,139912,110088,1.3067690862964308e+18,1.3067690862965184e+18,
Xu2021 observation-free UCB,8,250000,infeasible,724872.0,,,,,0.0,724872.0,7248720.0
Xu2021 observation-free TS,8,250000,infeasible,724872.0,,,,,0.0,724872.0,7248720.0
Jun2018 clipped UCB,8,500000,failed,289204,0.417958,,208979,291021,99942262.62276858,100175868.51165561,
Zuo2024 clipped TS,8,500000,failed,141976,0.714148,,357074,142926,2.2025612479051996e+18,2.202561247905314e+18,
Xu2021 observation-free UCB,8,500000,infeasible,765298.0,,,,,0.0,765298.0,7652980.0
Xu2021 observation-free TS,8,500000,infeasible,765298.0,,,,,0.0,765298.0,7652980.0
Jun2018 clipped UCB,8,1000000,failed,419729,0.577574,,577574,422426,123752037.36671652,124091373.14449187,
Zuo2024 clipped TS,8,1000000,failed,174192,0.824732,,824732,175268,3.3121206361937475e+18,3.3121206361938847e+18,
Xu2021 observation-free UCB,8,1000000,simulated,805722.0,0.637417,1.0,637417,362583,0.0,805722.0,8057220.0
Xu2021 observation-free TS,8,1000000,simulated,805722.0,0.637393,1.0,637393,362607,0.0,805722.0,8057220.0
Jun2018 clipped UCB,8,2500000,failed,700450,0.71794,,1794850,705150,124670940.38510968,125235078.74617383,
Zuo2024 clipped TS,8,2500000,failed,216026,0.91301,,2282525,217475,5.099366163917357e+18,5.099366163917529e+18,
Xu2021 observation-free UCB,8,2500000,simulated,859160.0,0.8453476,1.0,2113369,386631,0.0,859160.0,8591600.0
Xu2021 observation-free TS,8,2500000,simulated,859160.0,0.8453172,1.0,2113293,386707,0.0,859160.0,8591600.0
Jun2018 clipped UCB,8,5000000,failed,1039081,0.7908132,,3954066,1045934,125944261.74785726,126779270.16386406,
Zuo2024 clipped TS,8,5000000,failed,248733,0.949912,,4749560,250440,6.762404392309846e+18,6.762404392310043e+18,
Xu2021 observation-free UCB,8,5000000,simulated,899584.0,0.919036,1.0,4595180,404820,0.0,899584.0,8995840.0
Xu2021 observation-free TS,8,5000000,simulated,899584.0,0.9190412,1.0,4595206,404794,0.0,899584.0,8995840.0
Jun2018 clipped UCB,8,10000000,failed,1430651,0.8559793,,8559793,1440207,124025200.60355246,125172937.19180514,
Zuo2024 clipped TS,8,10000000,failed,281071,0.9717102,,9717102,282898,8.628833768738023e+18,8.62883376873825e+18,
Xu2021 observation-free UCB,8,10000000,simulated,940008.0,0.9576991,1.0,9576991,423009,0.0,940008.0,9400080.0
Xu2021 observation-free TS,8,10000000,simulated,940008.0,0.957696,1.0,9576960,423040,0.0,940008.0,9400080.0
Jun2018 clipped UCB,8,15000000,failed,1671713,0.8878114666666667,,13317172,1682828,128753228.43128914,130093745.88697152,
Zuo2024 clipped TS,8,15000000,failed,300713,0.9798216666666667,,14697325,302675,9.877437809464027e+18,9.877437809464285e+18,
Xu2021 observation-free UCB,8,15000000,simulated,963656.0,0.9710902,1.0,14566353,433647,0.0,963656.0,9636560.0
Xu2021 observation-free TS,8,15000000,simulated,963656.0,0.9710783333333334,1.0,14566175,433825,0.0,963656.0,9636560.0
Jun2018 clipped UCB,8,20000000,failed,1844185,0.90717715,,18143543,1856457,127617668.44429485,129096070.29149729,
Zuo2024 clipped TS,8,20000000,failed,314248,0.98418325,,19683665,316335,1.0789087797366135e+19,1.0789087797366372e+19,
Xu2021 observation-free UCB,8,20000000,simulated,980432.0,0.9779401,1.0,19558802,441198,0.0,980432.0,9804320.0
Xu2021 observation-free TS,8,20000000,simulated,980432.0,0.97794995,1.0,19558999,441001,0.0,980432.0,9804320.0
Jun2018 clipped UCB,8,25000000,failed,1977071,0.92038384,,23009596,1990404,125617954.87610619,127202178.64193548,
Zuo2024 clipped TS,8,25000000,failed,324797,0.98692372,,24673093,326907,1.1522270745568307e+19,1.1522270745568567e+19,
Xu2021 observation-free UCB,8,25000000,simulated,993446.0,0.98211772,1.0,24552943,447057,0.0,993446.0,9934460.0
Xu2021 observation-free TS,8,25000000,simulated,993446.0,0.98212172,1.0,24553043,446957,0.0,993446.0,9934460.0
Jun2018 clipped UCB,9,100000,failed,78753,0.20741,,20741,79259,22331918.48164563,22395484.259423304,
Zuo2024 clipped TS,9,100000,failed,63015,0.36555,,36555,63445,4.34045485733137e+17,4.340454857331883e+17,
Xu2021 observation-free UCB,9,100000,infeasible,671434.0,,,,,0.0,671434.0,6714340.0
Xu2021 observation-free TS,9,100000,infeasible,671434.0,,,,,0.0,671434.0,6714340.0
Jun2018 clipped UCB,9,250000,failed,174280,0.298292,,74573,175427,59655242.91168553,59796046.80057336,
Zuo2024 clipped TS,9,250000,failed,109605,0.558856,,139714,110286,1.311463121680273e+18,1.3114631216803604e+18,
Xu2021 observation-free UCB,9,250000,infeasible,724872.0,,,,,0.0,724872.0,7248720.0
Xu2021 observation-free TS,9,250000,infeasible,724872.0,,,,,0.0,724872.0,7248720.0
Jun2018 clipped UCB,9,500000,failed,286760,0.422854,,211427,288573,97814756.92254421,98046629.8114329,
Zuo2024 clipped TS,9,500000,failed,141480,0.715188,,357594,142406,2.1865783615429332e+18,2.1865783615430464e+18,
Xu2021 observation-free UCB,9,500000,infeasible,765298.0,,,,,0.0,765298.0,7652980.0
Xu2021 observation-free TS,9,500000,infeasible,765298.0,,,,,0.0,765298.0,7652980.0
Jun2018 clipped UCB,9,1000000,failed,418833,0.578429,,578429,421571,126698633.14799987,127036992.1479989,
Zuo2024 clipped TS,9,1000000,failed,175878,0.822939,,822939,177061,3.3802248876162417e+18,3.380224887616383e+18,
Xu2021 observation-free UCB,9,1000000,simulated,805722.0,0.637417,1.0,637417,362583,0.0,805722.0,8057220.0
Xu2021 observation-free TS,9,1000000,simulated,805722.0,0.637286,1.0,637286,362714,0.0,805722.0,8057220.0
Jun2018 clipped UCB,9,2500000,failed,700539,0.7179364,,1794841,705159,125923420.03442854,126488007.08423313,
Zuo2024 clipped TS,9,2500000,failed,217553,0.9124168,,2281042,218958,5.169195641433732e+18,5.169195641433904e+18,
Xu2021 observation-free UCB,9,2500000,simulated,859160.0,0.8453476,1.0,2113369,386631,0.0,859160.0,8591600.0
Xu2021 observation-free TS,9,2500000,simulated,859160.0,0.8453424,1.0,2113356,386644,0.0,859160.0,8591600.0
Jun2018 clipped UCB,9,5000000,failed,1038885,0.790813,,3954065,1045935,124120582.42649497,124955556.45654148,
Zuo2024 clipped TS,9,5000000,failed,248709,0.9499302,,4749651,250349,6.75749073622384e+18,6.757490736224033e+18,
Xu2021 observation-free UCB,9,5000000,simulated,899584.0,0.919036,1.0,4595180,404820,0.0,899584.0,8995840.0
Xu2021 observation-free TS,9,5000000,simulated,899584.0,0.9190416,1.0,4595208,404792,0.0,899584.0,8995840.0
Jun2018 clipped UCB,9,10000000,failed,1430530,0.8559838,,8559838,1440162,129110621.95490672,130258658.0742243,
Zuo2024 clipped TS,9,10000000,failed,282306,0.9715846,,9715846,284154,8.705621563139152e+18,8.705621563139387e+18,
Xu2021 observation-free UCB,9,10000000,simulated,940008.0,0.9576991,1.0,9576991,423009,0.0,940008.0,9400080.0
Xu2021 observation-free TS,9,10000000,simulated,940008.0,0.9577038,1.0,9577038,422962,0.0,940008.0,9400080.0
Jun2018 clipped UCB,9,15000000,failed,1671936,0.8878024,,13317036,1682964,124832454.46594211,126173934.3798958,
Zuo2024 clipped TS,9,15000000,failed,300886,0.97981,,14697150,302850,9.888840396748714e+18,9.888840396748954e+18,
Xu2021 observation-free UCB,9,15000000,simulated,963656.0,0.9710902,1.0,14566353,433647,0.0,963656.0,9636560.0
Xu2021 observation-free TS,9,15000000,simulated,963656.0,0.9710782,1.0,14566173,433827,0.0,963656.0,9636560.0
Jun2018 clipped UCB,9,20000000,failed,1844064,0.9071758,,18143516,1856484,127634217.14106062,129112311.83922304,
Zuo2024 clipped TS,9,20000000,failed,314481,0.9841709,,19683418,316582,1.0805929928759878e+19,1.0805929928760136e+19,
Xu2021 observation-free UCB,9,20000000,simulated,980432.0,0.9779401,1.0,19558802,441198,0.0,980432.0,9804320.0
Xu2021 observation-free TS,9,20000000,simulated,980432.0,0.9779409,1.0,19558818,441182,0.0,980432.0,9804320.0
Jun2018 clipped UCB,9,25000000,failed,1977004,0.92038924,,23009731,1990269,125548191.49435794,127132082.25113015,
Zuo2024 clipped TS,9,25000000,failed,324497,0.98693616,,24673404,326596,1.150036034758825e+19,1.1500360347588526e+19,
Xu2021 observation-free UCB,9,25000000,simulated,993446.0,0.98211772,1.0,24552943,447057,0.0,993446.0,9934460.0
Xu2021 observation-free TS,9,25000000,simulated,993446.0,0.9821178,1.0,24552945,447055,0.0,993446.0,9934460.0
