algorithm,repeat,multiplier,Delta_K,S_T_over_T,status,cost
UCB appendix,8,1.0,0.08482333004202518,0.08482333004202518,ok,22683
UCB direct,8,1.0,0.08482333004202518,0.08482333004202518,ok,21723
TS appendix,8,1.0,0.08482333004202518,0.08482333004202518,ok,44415
TS direct,8,1.0,0.08482333004202518,0.08482333004202518,ok,40018
Xu2021 observation-free UCB,8,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
Xu2021 observation-free TS,8,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
UCB appendix,8,1.5,0.12723499506303776,0.08482333004202518,ok,13243
UCB direct,8,1.5,0.12723499506303776,0.08482333004202518,ok,13156
TS appendix,8,1.5,0.12723499506303776,0.08482333004202518,ok,34187
TS direct,8,1.5,0.12723499506303776,0.08482333004202518,ok,32246
Xu2021 observation-free UCB,8,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
Xu2021 observation-free TS,8,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
UCB appendix,8,2.0,0.16964666008405035,0.08482333004202518,ok,7843
UCB direct,8,2.0,0.16964666008405035,0.08482333004202518,ok,7814
TS appendix,8,2.0,0.16964666008405035,0.08482333004202518,ok,23928
TS direct,8,2.0,0.16964666008405035,0.08482333004202518,ok,23680
Xu2021 observation-free UCB,8,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
Xu2021 observation-free TS,8,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
UCB appendix,8,3.0,0.2544699901260755,0.08482333004202518,ok,3701
UCB direct,8,3.0,0.2544699901260755,0.08482333004202518,ok,3689
TS appendix,8,3.0,0.2544699901260755,0.08482333004202518,ok,11319
TS direct,8,3.0,0.2544699901260755,0.08482333004202518,ok,11309
Xu2021 observation-free UCB,8,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
Xu2021 observation-free TS,8,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
UCB appendix,8,4.0,0.3392933201681007,0.08482333004202518,ok,2159
UCB direct,8,4.0,0.3392933201681007,0.08482333004202518,ok,2150
TS appendix,8,4.0,0.3392933201681007,0.08482333004202518,ok,6741
TS direct,8,4.0,0.3392933201681007,0.08482333004202518,ok,6733
Xu2021 observation-free UCB,8,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
Xu2021 observation-free TS,8,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
UCB appendix,8,5.0,0.4241166502101259,0.08482333004202518,ok,1419
UCB direct,8,5.0,0.4241166502101259,0.08482333004202518,ok,1410
TS appendix,8,5.0,0.4241166502101259,0.08482333004202518,ok,4572
TS direct,8,5.0,0.4241166502101259,0.08482333004202518,ok,4562
Xu2021 observation-free UCB,8,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
Xu2021 observation-free TS,8,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
UCB appendix,8,6.0,0.508939980252151,0.08482333004202518,ok,1004
UCB direct,8,6.0,0.508939980252151,0.08482333004202518,ok,995
TS appendix,8,6.0,0.508939980252151,0.08482333004202518,ok,3382
TS direct,8,6.0,0.508939980252151,0.08482333004202518,ok,3369
Xu2021 observation-free UCB,8,6.0,0.508939980252151,0.08482333004202518,ok,944.0
Xu2021 observation-free TS,8,6.0,0.508939980252151,0.08482333004202518,ok,944.0
UCB appendix,9,0.0,0.0,0.08482333004202518,ok,41894
UCB direct,9,0.0,0.0,0.08482333004202518,ok,36867
TS appendix,9,0.0,0.0,0.08482333004202518,ok,64812
TS direct,9,0.0,0.0,0.08482333004202518,ok,53603
Xu2021 observation-free UCB,9,0.0,0.0,0.08482333004202518,infeasible,
Xu2021 observation-free TS,9,0.0,0.0,0.08482333004202518,infeasible,
UCB appendix,9,0.1,0.008482333004202518,0.08482333004202518,ok,39980
UCB direct,9,0.1,0.008482333004202518,0.08482333004202518,ok,35472
TS appendix,9,0.1,0.008482333004202518,0.08482333004202518,ok,62779
TS direct,9,0.1,0.008482333004202518,0.08482333004202518,ok,52351
Xu2021 observation-free UCB,9,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
Xu2021 observation-free TS,9,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
UCB appendix,9,0.2,0.016964666008405037,0.08482333004202518,ok,38063
UCB direct,9,0.2,0.016964666008405037,0.08482333004202518,ok,34052
TS appendix,9,0.2,0.016964666008405037,0.08482333004202518,ok,60746
TS direct,9,0.2,0.016964666008405037,0.08482333004202518,ok,51077
Xu2021 observation-free UCB,9,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
Xu2021 observation-free TS,9,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
UCB appendix,9,0.3,0.025446999012607552,0.08482333004202518,ok,36149
UCB direct,9,0.3,0.025446999012607552,0.08482333004202518,ok,32608
TS appendix,9,0.3,0.025446999012607552,0.08482333004202518,ok,58714
TS direct,9,0.3,0.025446999012607552,0.08482333004202518,ok,49781
Xu2021 observation-free UCB,9,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
Xu2021 observation-free TS,9,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
UCB appendix,9,0.4,0.033929332016810074,0.08482333004202518,ok,34230
UCB direct,9,0.4,0.033929332016810074,0.08482333004202518,ok,31139
TS appendix,9,0.4,0.033929332016810074,0.08482333004202518,ok,56675
TS direct,9,0.4,0.033929332016810074,0.08482333004202518,ok,48463
Xu2021 observation-free UCB,9,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
Xu2021 observation-free TS,9,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
UCB appendix,9,0.5,0.04241166502101259,0.08482333004202518,ok,32312
UCB direct,9,0.5,0.04241166502101259,0.08482333004202518,ok,29644
TS appendix,9,0.5,0.04241166502101259,0.08482333004202518,ok,54640
TS direct,9,0.5,0.04241166502101259,0.08482333004202518,ok,47121
Xu2021 observation-free UCB,9,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
Xu2021 observation-free TS,9,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
UCB appendix,9,0.75,0.06361749753151888,0.08482333004202518,ok,27515
UCB direct,9,0.75,0.06361749753151888,0.08482333004202518,ok,25787
TS appendix,9,0.75,0.06361749753151888,0.08482333004202518,ok,49544
TS direct,9,0.75,0.06361749753151888,0.08482333004202518,ok,43660
Xu2021 observation-free UCB,9,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
Xu2021 observation-free TS,9,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
UCB appendix,9,1.0,0.08482333004202518,0.08482333004202518,ok,22713
UCB direct,9,1.0,0.08482333004202518,0.08482333004202518,ok,21751
TS appendix,9,1.0,0.08482333004202518,0.08482333004202518,ok,44440
TS direct,9,1.0,0.08482333004202518,0.08482333004202518,ok,40038
Xu2021 observation-free UCB,9,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
Xu2021 observation-free TS,9,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
UCB appendix,9,1.5,0.12723499506303776,0.08482333004202518,ok,13271
UCB direct,9,1.5,0.12723499506303776,0.08482333004202518,ok,13184
TS appendix,9,1.5,0.12723499506303776,0.08482333004202518,ok,34213
TS direct,9,1.5,0.12723499506303776,0.08482333004202518,ok,32267
Xu2021 observation-free UCB,9,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
Xu2021 observation-free TS,9,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
UCB appendix,9,2.0,0.16964666008405035,0.08482333004202518,ok,7865
UCB direct,9,2.0,0.16964666008405035,0.08482333004202518,ok,7835
TS appendix,9,2.0,0.16964666008405035,0.08482333004202518,ok,23950
TS direct,9,2.0,0.16964666008405035,0.08482333004202518,ok,23702
Xu2021 observation-free UCB,9,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
Xu2021 observation-free TS,9,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
UCB appendix,9,3.0,0.2544699901260755,0.08482333004202518,ok,3716
UCB direct,9,3.0,0.2544699901260755,0.08482333004202518,ok,3703
TS appendix,9,3.0,0.2544699901260755,0.08482333004202518,ok,11336
TS direct,9,3.0,0.2544699901260755,0.08482333004202518,ok,11326
Xu2021 observation-free UCB,9,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
Xu2021 observation-free TS,9,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
UCB appendix,9,4.0,0.3392933201681007,0.08482333004202518,ok,2170
UCB direct,9,4.0,0.3392933201681007,0.08482333004202518,ok,2161
TS appendix,9,4.0,0.3392933201681007,0.08482333004202518,ok,6754
TS direct,9,4.0,0.3392933201681007,0.08482333004202518,ok,6746
Xu2021 observation-free UCB,9,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
Xu2021 observation-free TS,9,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
UCB appendix,9,5.0,0.4241166502101259,0.08482333004202518,ok,1427
UCB direct,9,5.0,0.4241166502101259,0.08482333004202518,ok,1418
TS appendix,9,5.0,0.4241166502101259,0.08482333004202518,ok,4582
TS direct,9,5.0,0.4241166502101259,0.08482333004202518,ok,4572
Xu2021 observation-free UCB,9,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
Xu2021 observation-free TS,9,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
UCB appendix,9,6.0,0.508939980252151,0.08482333004202518,ok,1011
UCB direct,9,6.0,0.508939980252151,0.08482333004202518,ok,1002
TS appendix,9,6.0,0.508939980252151,0.08482333004202518,ok,3390
TS direct,9,6.0,0.508939980252151,0.08482333004202518,ok,3378
Xu2021 observation-free UCB,9,6.0,0.508939980252151,0.08482333004202518,ok,944.0
Xu2021 observation-free TS,9,6.0,0.508939980252151,0.08482333004202518,ok,944.0
