algorithm,repeat,multiplier,Delta_K,S_T_over_T,status,cost
TS appendix,4,0.3,0.025446999012607552,0.08482333004202518,ok,58663
TS direct,4,0.3,0.025446999012607552,0.08482333004202518,ok,49742
Xu2021 observation-free UCB,4,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
Xu2021 observation-free TS,4,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
UCB appendix,4,0.4,0.033929332016810074,0.08482333004202518,ok,34168
UCB direct,4,0.4,0.033929332016810074,0.08482333004202518,ok,31086
TS appendix,4,0.4,0.033929332016810074,0.08482333004202518,ok,56627
TS direct,4,0.4,0.033929332016810074,0.08482333004202518,ok,48423
Xu2021 observation-free UCB,4,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
Xu2021 observation-free TS,4,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
UCB appendix,4,0.5,0.04241166502101259,0.08482333004202518,ok,32253
UCB direct,4,0.5,0.04241166502101259,0.08482333004202518,ok,29590
TS appendix,4,0.5,0.04241166502101259,0.08482333004202518,ok,54588
TS direct,4,0.5,0.04241166502101259,0.08482333004202518,ok,47081
Xu2021 observation-free UCB,4,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
Xu2021 observation-free TS,4,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
UCB appendix,4,0.75,0.06361749753151888,0.08482333004202518,ok,27456
UCB direct,4,0.75,0.06361749753151888,0.08482333004202518,ok,25732
TS appendix,4,0.75,0.06361749753151888,0.08482333004202518,ok,49492
TS direct,4,0.75,0.06361749753151888,0.08482333004202518,ok,43619
Xu2021 observation-free UCB,4,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
Xu2021 observation-free TS,4,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
UCB appendix,4,1.0,0.08482333004202518,0.08482333004202518,ok,22652
UCB direct,4,1.0,0.08482333004202518,0.08482333004202518,ok,21695
TS appendix,4,1.0,0.08482333004202518,0.08482333004202518,ok,44392
TS direct,4,1.0,0.08482333004202518,0.08482333004202518,ok,39997
Xu2021 observation-free UCB,4,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
Xu2021 observation-free TS,4,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
UCB appendix,4,1.5,0.12723499506303776,0.08482333004202518,ok,13215
UCB direct,4,1.5,0.12723499506303776,0.08482333004202518,ok,13128
TS appendix,4,1.5,0.12723499506303776,0.08482333004202518,ok,34159
TS direct,4,1.5,0.12723499506303776,0.08482333004202518,ok,32224
Xu2021 observation-free UCB,4,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
Xu2021 observation-free TS,4,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
UCB appendix,4,2.0,0.16964666008405035,0.08482333004202518,ok,7821
UCB direct,4,2.0,0.16964666008405035,0.08482333004202518,ok,7793
TS appendix,4,2.0,0.16964666008405035,0.08482333004202518,ok,23906
TS direct,4,2.0,0.16964666008405035,0.08482333004202518,ok,23656
Xu2021 observation-free UCB,4,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
Xu2021 observation-free TS,4,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
UCB appendix,4,3.0,0.2544699901260755,0.08482333004202518,ok,3687
UCB direct,4,3.0,0.2544699901260755,0.08482333004202518,ok,3675
TS appendix,4,3.0,0.2544699901260755,0.08482333004202518,ok,11305
TS direct,4,3.0,0.2544699901260755,0.08482333004202518,ok,11292
Xu2021 observation-free UCB,4,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
Xu2021 observation-free TS,4,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
UCB appendix,4,4.0,0.3392933201681007,0.08482333004202518,ok,2149
UCB direct,4,4.0,0.3392933201681007,0.08482333004202518,ok,2140
TS appendix,4,4.0,0.3392933201681007,0.08482333004202518,ok,6732
TS direct,4,4.0,0.3392933201681007,0.08482333004202518,ok,6720
Xu2021 observation-free UCB,4,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
Xu2021 observation-free TS,4,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
UCB appendix,4,5.0,0.4241166502101259,0.08482333004202518,ok,1410
UCB direct,4,5.0,0.4241166502101259,0.08482333004202518,ok,1401
TS appendix,4,5.0,0.4241166502101259,0.08482333004202518,ok,4561
TS direct,4,5.0,0.4241166502101259,0.08482333004202518,ok,4551
Xu2021 observation-free UCB,4,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
Xu2021 observation-free TS,4,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
UCB appendix,4,6.0,0.508939980252151,0.08482333004202518,ok,997
UCB direct,4,6.0,0.508939980252151,0.08482333004202518,ok,988
TS appendix,4,6.0,0.508939980252151,0.08482333004202518,ok,3373
TS direct,4,6.0,0.508939980252151,0.08482333004202518,ok,3360
Xu2021 observation-free UCB,4,6.0,0.508939980252151,0.08482333004202518,ok,944.0
Xu2021 observation-free TS,4,6.0,0.508939980252151,0.08482333004202518,ok,944.0
UCB appendix,5,0.0,0.0,0.08482333004202518,ok,41831
UCB direct,5,0.0,0.0,0.08482333004202518,ok,36816
TS appendix,5,0.0,0.0,0.08482333004202518,ok,64762
TS direct,5,0.0,0.0,0.08482333004202518,ok,53565
Xu2021 observation-free UCB,5,0.0,0.0,0.08482333004202518,infeasible,
Xu2021 observation-free TS,5,0.0,0.0,0.08482333004202518,infeasible,
UCB appendix,5,0.1,0.008482333004202518,0.08482333004202518,ok,39915
UCB direct,5,0.1,0.008482333004202518,0.08482333004202518,ok,35421
TS appendix,5,0.1,0.008482333004202518,0.08482333004202518,ok,62730
TS direct,5,0.1,0.008482333004202518,0.08482333004202518,ok,52312
Xu2021 observation-free UCB,5,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
Xu2021 observation-free TS,5,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
UCB appendix,5,0.2,0.016964666008405037,0.08482333004202518,ok,38001
UCB direct,5,0.2,0.016964666008405037,0.08482333004202518,ok,34001
TS appendix,5,0.2,0.016964666008405037,0.08482333004202518,ok,60694
TS direct,5,0.2,0.016964666008405037,0.08482333004202518,ok,51038
Xu2021 observation-free UCB,5,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
Xu2021 observation-free TS,5,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
UCB appendix,5,0.3,0.025446999012607552,0.08482333004202518,ok,36084
UCB direct,5,0.3,0.025446999012607552,0.08482333004202518,ok,32557
TS appendix,5,0.3,0.025446999012607552,0.08482333004202518,ok,58663
TS direct,5,0.3,0.025446999012607552,0.08482333004202518,ok,49742
Xu2021 observation-free UCB,5,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
Xu2021 observation-free TS,5,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
UCB appendix,5,0.4,0.033929332016810074,0.08482333004202518,ok,34168
UCB direct,5,0.4,0.033929332016810074,0.08482333004202518,ok,31087
TS appendix,5,0.4,0.033929332016810074,0.08482333004202518,ok,56626
TS direct,5,0.4,0.033929332016810074,0.08482333004202518,ok,48423
Xu2021 observation-free UCB,5,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
Xu2021 observation-free TS,5,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
UCB appendix,5,0.5,0.04241166502101259,0.08482333004202518,ok,32252
UCB direct,5,0.5,0.04241166502101259,0.08482333004202518,ok,29591
TS appendix,5,0.5,0.04241166502101259,0.08482333004202518,ok,54588
TS direct,5,0.5,0.04241166502101259,0.08482333004202518,ok,47081
Xu2021 observation-free UCB,5,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
Xu2021 observation-free TS,5,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
UCB appendix,5,0.75,0.06361749753151888,0.08482333004202518,ok,27454
UCB direct,5,0.75,0.06361749753151888,0.08482333004202518,ok,25733
TS appendix,5,0.75,0.06361749753151888,0.08482333004202518,ok,49492
TS direct,5,0.75,0.06361749753151888,0.08482333004202518,ok,43619
Xu2021 observation-free UCB,5,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
Xu2021 observation-free TS,5,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
UCB appendix,5,1.0,0.08482333004202518,0.08482333004202518,ok,22651
UCB direct,5,1.0,0.08482333004202518,0.08482333004202518,ok,21696
TS appendix,5,1.0,0.08482333004202518,0.08482333004202518,ok,44390
TS direct,5,1.0,0.08482333004202518,0.08482333004202518,ok,39997
Xu2021 observation-free UCB,5,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
Xu2021 observation-free TS,5,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
UCB appendix,5,1.5,0.12723499506303776,0.08482333004202518,ok,13214
UCB direct,5,1.5,0.12723499506303776,0.08482333004202518,ok,13128
TS appendix,5,1.5,0.12723499506303776,0.08482333004202518,ok,34159
TS direct,5,1.5,0.12723499506303776,0.08482333004202518,ok,32224
Xu2021 observation-free UCB,5,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
Xu2021 observation-free TS,5,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
UCB appendix,5,2.0,0.16964666008405035,0.08482333004202518,ok,7820
UCB direct,5,2.0,0.16964666008405035,0.08482333004202518,ok,7791
TS appendix,5,2.0,0.16964666008405035,0.08482333004202518,ok,23906
TS direct,5,2.0,0.16964666008405035,0.08482333004202518,ok,23656
Xu2021 observation-free UCB,5,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
Xu2021 observation-free TS,5,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
UCB appendix,5,3.0,0.2544699901260755,0.08482333004202518,ok,3688
UCB direct,5,3.0,0.2544699901260755,0.08482333004202518,ok,3674
TS appendix,5,3.0,0.2544699901260755,0.08482333004202518,ok,11303
TS direct,5,3.0,0.2544699901260755,0.08482333004202518,ok,11293
Xu2021 observation-free UCB,5,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
Xu2021 observation-free TS,5,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
UCB appendix,5,4.0,0.3392933201681007,0.08482333004202518,ok,2149
UCB direct,5,4.0,0.3392933201681007,0.08482333004202518,ok,2140
TS appendix,5,4.0,0.3392933201681007,0.08482333004202518,ok,6733
TS direct,5,4.0,0.3392933201681007,0.08482333004202518,ok,6720
Xu2021 observation-free UCB,5,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
Xu2021 observation-free TS,5,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
UCB appendix,5,5.0,0.4241166502101259,0.08482333004202518,ok,1408
UCB direct,5,5.0,0.4241166502101259,0.08482333004202518,ok,1399
TS appendix,5,5.0,0.4241166502101259,0.08482333004202518,ok,4561
TS direct,5,5.0,0.4241166502101259,0.08482333004202518,ok,4552
Xu2021 observation-free UCB,5,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
Xu2021 observation-free TS,5,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
UCB appendix,5,6.0,0.508939980252151,0.08482333004202518,ok,996
UCB direct,5,6.0,0.508939980252151,0.08482333004202518,ok,987
TS appendix,5,6.0,0.508939980252151,0.08482333004202518,ok,3371
TS direct,5,6.0,0.508939980252151,0.08482333004202518,ok,3361
Xu2021 observation-free UCB,5,6.0,0.508939980252151,0.08482333004202518,ok,944.0
Xu2021 observation-free TS,5,6.0,0.508939980252151,0.08482333004202518,ok,944.0
UCB appendix,6,0.0,0.0,0.08482333004202518,ok,41908
UCB direct,6,0.0,0.0,0.08482333004202518,ok,36881
TS appendix,6,0.0,0.0,0.08482333004202518,ok,64826
TS direct,6,0.0,0.0,0.08482333004202518,ok,53612
Xu2021 observation-free UCB,6,0.0,0.0,0.08482333004202518,infeasible,
Xu2021 observation-free TS,6,0.0,0.0,0.08482333004202518,infeasible,
UCB appendix,6,0.1,0.008482333004202518,0.08482333004202518,ok,39994
UCB direct,6,0.1,0.008482333004202518,0.08482333004202518,ok,35486
TS appendix,6,0.1,0.008482333004202518,0.08482333004202518,ok,62794
TS direct,6,0.1,0.008482333004202518,0.08482333004202518,ok,52360
Xu2021 observation-free UCB,6,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
Xu2021 observation-free TS,6,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
UCB appendix,6,0.2,0.016964666008405037,0.08482333004202518,ok,38078
UCB direct,6,0.2,0.016964666008405037,0.08482333004202518,ok,34067
TS appendix,6,0.2,0.016964666008405037,0.08482333004202518,ok,60758
TS direct,6,0.2,0.016964666008405037,0.08482333004202518,ok,51087
Xu2021 observation-free UCB,6,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
Xu2021 observation-free TS,6,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
UCB appendix,6,0.3,0.025446999012607552,0.08482333004202518,ok,36164
UCB direct,6,0.3,0.025446999012607552,0.08482333004202518,ok,32623
TS appendix,6,0.3,0.025446999012607552,0.08482333004202518,ok,58725
TS direct,6,0.3,0.025446999012607552,0.08482333004202518,ok,49791
Xu2021 observation-free UCB,6,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
Xu2021 observation-free TS,6,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
UCB appendix,6,0.4,0.033929332016810074,0.08482333004202518,ok,34246
UCB direct,6,0.4,0.033929332016810074,0.08482333004202518,ok,31154
TS appendix,6,0.4,0.033929332016810074,0.08482333004202518,ok,56687
TS direct,6,0.4,0.033929332016810074,0.08482333004202518,ok,48473
Xu2021 observation-free UCB,6,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
Xu2021 observation-free TS,6,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
UCB appendix,6,0.5,0.04241166502101259,0.08482333004202518,ok,32328
UCB direct,6,0.5,0.04241166502101259,0.08482333004202518,ok,29658
TS appendix,6,0.5,0.04241166502101259,0.08482333004202518,ok,54652
TS direct,6,0.5,0.04241166502101259,0.08482333004202518,ok,47131
Xu2021 observation-free UCB,6,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
Xu2021 observation-free TS,6,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
UCB appendix,6,0.75,0.06361749753151888,0.08482333004202518,ok,27531
UCB direct,6,0.75,0.06361749753151888,0.08482333004202518,ok,25802
TS appendix,6,0.75,0.06361749753151888,0.08482333004202518,ok,49556
TS direct,6,0.75,0.06361749753151888,0.08482333004202518,ok,43670
Xu2021 observation-free UCB,6,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
Xu2021 observation-free TS,6,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
UCB appendix,6,1.0,0.08482333004202518,0.08482333004202518,ok,22731
UCB direct,6,1.0,0.08482333004202518,0.08482333004202518,ok,21766
TS appendix,6,1.0,0.08482333004202518,0.08482333004202518,ok,44452
TS direct,6,1.0,0.08482333004202518,0.08482333004202518,ok,40048
Xu2021 observation-free UCB,6,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
Xu2021 observation-free TS,6,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
UCB appendix,6,1.5,0.12723499506303776,0.08482333004202518,ok,13285
UCB direct,6,1.5,0.12723499506303776,0.08482333004202518,ok,13198
TS appendix,6,1.5,0.12723499506303776,0.08482333004202518,ok,34219
TS direct,6,1.5,0.12723499506303776,0.08482333004202518,ok,32278
Xu2021 observation-free UCB,6,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
Xu2021 observation-free TS,6,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
UCB appendix,6,2.0,0.16964666008405035,0.08482333004202518,ok,7875
UCB direct,6,2.0,0.16964666008405035,0.08482333004202518,ok,7845
TS appendix,6,2.0,0.16964666008405035,0.08482333004202518,ok,23965
TS direct,6,2.0,0.16964666008405035,0.08482333004202518,ok,23714
Xu2021 observation-free UCB,6,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
Xu2021 observation-free TS,6,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
UCB appendix,6,3.0,0.2544699901260755,0.08482333004202518,ok,3724
UCB direct,6,3.0,0.2544699901260755,0.08482333004202518,ok,3710
TS appendix,6,3.0,0.2544699901260755,0.08482333004202518,ok,11346
TS direct,6,3.0,0.2544699901260755,0.08482333004202518,ok,11334
Xu2021 observation-free UCB,6,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
Xu2021 observation-free TS,6,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
UCB appendix,6,4.0,0.3392933201681007,0.08482333004202518,ok,2176
UCB direct,6,4.0,0.3392933201681007,0.08482333004202518,ok,2167
TS appendix,6,4.0,0.3392933201681007,0.08482333004202518,ok,6761
TS direct,6,4.0,0.3392933201681007,0.08482333004202518,ok,6752
Xu2021 observation-free UCB,6,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
Xu2021 observation-free TS,6,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
UCB appendix,6,5.0,0.4241166502101259,0.08482333004202518,ok,1430
UCB direct,6,5.0,0.4241166502101259,0.08482333004202518,ok,1421
TS appendix,6,5.0,0.4241166502101259,0.08482333004202518,ok,4588
TS direct,6,5.0,0.4241166502101259,0.08482333004202518,ok,4577
Xu2021 observation-free UCB,6,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
Xu2021 observation-free TS,6,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
UCB appendix,6,6.0,0.508939980252151,0.08482333004202518,ok,1014
UCB direct,6,6.0,0.508939980252151,0.08482333004202518,ok,1005
TS appendix,6,6.0,0.508939980252151,0.08482333004202518,ok,3394
TS direct,6,6.0,0.508939980252151,0.08482333004202518,ok,3382
Xu2021 observation-free UCB,6,6.0,0.508939980252151,0.08482333004202518,ok,944.0
Xu2021 observation-free TS,6,6.0,0.508939980252151,0.08482333004202518,ok,944.0
UCB appendix,7,0.0,0.0,0.08482333004202518,ok,41942
UCB direct,7,0.0,0.0,0.08482333004202518,ok,36905
TS appendix,7,0.0,0.0,0.08482333004202518,ok,64849
TS direct,7,0.0,0.0,0.08482333004202518,ok,53630
Xu2021 observation-free UCB,7,0.0,0.0,0.08482333004202518,infeasible,
Xu2021 observation-free TS,7,0.0,0.0,0.08482333004202518,infeasible,
UCB appendix,7,0.1,0.008482333004202518,0.08482333004202518,ok,40026
UCB direct,7,0.1,0.008482333004202518,0.08482333004202518,ok,35510
TS appendix,7,0.1,0.008482333004202518,0.08482333004202518,ok,62820
TS direct,7,0.1,0.008482333004202518,0.08482333004202518,ok,52378
Xu2021 observation-free UCB,7,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
Xu2021 observation-free TS,7,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
UCB appendix,7,0.2,0.016964666008405037,0.08482333004202518,ok,38108
UCB direct,7,0.2,0.016964666008405037,0.08482333004202518,ok,34092
TS appendix,7,0.2,0.016964666008405037,0.08482333004202518,ok,60784
TS direct,7,0.2,0.016964666008405037,0.08482333004202518,ok,51105
Xu2021 observation-free UCB,7,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
Xu2021 observation-free TS,7,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
UCB appendix,7,0.3,0.025446999012607552,0.08482333004202518,ok,36194
UCB direct,7,0.3,0.025446999012607552,0.08482333004202518,ok,32648
TS appendix,7,0.3,0.025446999012607552,0.08482333004202518,ok,58747
TS direct,7,0.3,0.025446999012607552,0.08482333004202518,ok,49809
Xu2021 observation-free UCB,7,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
Xu2021 observation-free TS,7,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
UCB appendix,7,0.4,0.033929332016810074,0.08482333004202518,ok,34280
UCB direct,7,0.4,0.033929332016810074,0.08482333004202518,ok,31179
TS appendix,7,0.4,0.033929332016810074,0.08482333004202518,ok,56716
TS direct,7,0.4,0.033929332016810074,0.08482333004202518,ok,48491
Xu2021 observation-free UCB,7,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
Xu2021 observation-free TS,7,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
UCB appendix,7,0.5,0.04241166502101259,0.08482333004202518,ok,32357
UCB direct,7,0.5,0.04241166502101259,0.08482333004202518,ok,29684
TS appendix,7,0.5,0.04241166502101259,0.08482333004202518,ok,54677
TS direct,7,0.5,0.04241166502101259,0.08482333004202518,ok,47149
Xu2021 observation-free UCB,7,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
Xu2021 observation-free TS,7,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
UCB appendix,7,0.75,0.06361749753151888,0.08482333004202518,ok,27564
UCB direct,7,0.75,0.06361749753151888,0.08482333004202518,ok,25828
TS appendix,7,0.75,0.06361749753151888,0.08482333004202518,ok,49581
TS direct,7,0.75,0.06361749753151888,0.08482333004202518,ok,43689
Xu2021 observation-free UCB,7,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
Xu2021 observation-free TS,7,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
UCB appendix,7,1.0,0.08482333004202518,0.08482333004202518,ok,22760
UCB direct,7,1.0,0.08482333004202518,0.08482333004202518,ok,21793
TS appendix,7,1.0,0.08482333004202518,0.08482333004202518,ok,44476
TS direct,7,1.0,0.08482333004202518,0.08482333004202518,ok,40068
Xu2021 observation-free UCB,7,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
Xu2021 observation-free TS,7,1.0,0.08482333004202518,0.08482333004202518,ok,33930.0
UCB appendix,7,1.5,0.12723499506303776,0.08482333004202518,ok,13313
UCB direct,7,1.5,0.12723499506303776,0.08482333004202518,ok,13226
TS appendix,7,1.5,0.12723499506303776,0.08482333004202518,ok,34248
TS direct,7,1.5,0.12723499506303776,0.08482333004202518,ok,32298
Xu2021 observation-free UCB,7,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
Xu2021 observation-free TS,7,1.5,0.12723499506303776,0.08482333004202518,ok,15080.0
UCB appendix,7,2.0,0.16964666008405035,0.08482333004202518,ok,7897
UCB direct,7,2.0,0.16964666008405035,0.08482333004202518,ok,7865
TS appendix,7,2.0,0.16964666008405035,0.08482333004202518,ok,23987
TS direct,7,2.0,0.16964666008405035,0.08482333004202518,ok,23735
Xu2021 observation-free UCB,7,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
Xu2021 observation-free TS,7,2.0,0.16964666008405035,0.08482333004202518,ok,8484.0
UCB appendix,7,3.0,0.2544699901260755,0.08482333004202518,ok,3737
UCB direct,7,3.0,0.2544699901260755,0.08482333004202518,ok,3724
TS appendix,7,3.0,0.2544699901260755,0.08482333004202518,ok,11361
TS direct,7,3.0,0.2544699901260755,0.08482333004202518,ok,11350
Xu2021 observation-free UCB,7,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
Xu2021 observation-free TS,7,3.0,0.2544699901260755,0.08482333004202518,ok,3770.0
UCB appendix,7,4.0,0.3392933201681007,0.08482333004202518,ok,2185
UCB direct,7,4.0,0.3392933201681007,0.08482333004202518,ok,2176
TS appendix,7,4.0,0.3392933201681007,0.08482333004202518,ok,6776
TS direct,7,4.0,0.3392933201681007,0.08482333004202518,ok,6764
Xu2021 observation-free UCB,7,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
Xu2021 observation-free TS,7,4.0,0.3392933201681007,0.08482333004202518,ok,2122.0
UCB appendix,7,5.0,0.4241166502101259,0.08482333004202518,ok,1439
UCB direct,7,5.0,0.4241166502101259,0.08482333004202518,ok,1430
TS appendix,7,5.0,0.4241166502101259,0.08482333004202518,ok,4598
TS direct,7,5.0,0.4241166502101259,0.08482333004202518,ok,4587
Xu2021 observation-free UCB,7,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
Xu2021 observation-free TS,7,5.0,0.4241166502101259,0.08482333004202518,ok,1358.0
UCB appendix,7,6.0,0.508939980252151,0.08482333004202518,ok,1020
UCB direct,7,6.0,0.508939980252151,0.08482333004202518,ok,1011
TS appendix,7,6.0,0.508939980252151,0.08482333004202518,ok,3403
TS direct,7,6.0,0.508939980252151,0.08482333004202518,ok,3390
Xu2021 observation-free UCB,7,6.0,0.508939980252151,0.08482333004202518,ok,944.0
Xu2021 observation-free TS,7,6.0,0.508939980252151,0.08482333004202518,ok,944.0
UCB appendix,8,0.0,0.0,0.08482333004202518,ok,41861
UCB direct,8,0.0,0.0,0.08482333004202518,ok,36841
TS appendix,8,0.0,0.0,0.08482333004202518,ok,64787
TS direct,8,0.0,0.0,0.08482333004202518,ok,53584
Xu2021 observation-free UCB,8,0.0,0.0,0.08482333004202518,infeasible,
Xu2021 observation-free TS,8,0.0,0.0,0.08482333004202518,infeasible,
UCB appendix,8,0.1,0.008482333004202518,0.08482333004202518,ok,39948
UCB direct,8,0.1,0.008482333004202518,0.08482333004202518,ok,35445
TS appendix,8,0.1,0.008482333004202518,0.08482333004202518,ok,62755
TS direct,8,0.1,0.008482333004202518,0.08482333004202518,ok,52332
Xu2021 observation-free UCB,8,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
Xu2021 observation-free TS,8,0.1,0.008482333004202518,0.08482333004202518,infeasible,3392934.0
UCB appendix,8,0.2,0.016964666008405037,0.08482333004202518,ok,38031
UCB direct,8,0.2,0.016964666008405037,0.08482333004202518,ok,34026
TS appendix,8,0.2,0.016964666008405037,0.08482333004202518,ok,60723
TS direct,8,0.2,0.016964666008405037,0.08482333004202518,ok,51058
Xu2021 observation-free UCB,8,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
Xu2021 observation-free TS,8,0.2,0.016964666008405037,0.08482333004202518,infeasible,848234.0
UCB appendix,8,0.3,0.025446999012607552,0.08482333004202518,ok,36118
UCB direct,8,0.3,0.025446999012607552,0.08482333004202518,ok,32582
TS appendix,8,0.3,0.025446999012607552,0.08482333004202518,ok,58685
TS direct,8,0.3,0.025446999012607552,0.08482333004202518,ok,49762
Xu2021 observation-free UCB,8,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
Xu2021 observation-free TS,8,0.3,0.025446999012607552,0.08482333004202518,infeasible,376994.0
UCB appendix,8,0.4,0.033929332016810074,0.08482333004202518,ok,34199
UCB direct,8,0.4,0.033929332016810074,0.08482333004202518,ok,31112
TS appendix,8,0.4,0.033929332016810074,0.08482333004202518,ok,56652
TS direct,8,0.4,0.033929332016810074,0.08482333004202518,ok,48443
Xu2021 observation-free UCB,8,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
Xu2021 observation-free TS,8,0.4,0.033929332016810074,0.08482333004202518,infeasible,212060.0
UCB appendix,8,0.5,0.04241166502101259,0.08482333004202518,ok,32280
UCB direct,8,0.5,0.04241166502101259,0.08482333004202518,ok,29616
TS appendix,8,0.5,0.04241166502101259,0.08482333004202518,ok,54613
TS direct,8,0.5,0.04241166502101259,0.08482333004202518,ok,47101
Xu2021 observation-free UCB,8,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
Xu2021 observation-free TS,8,0.5,0.04241166502101259,0.08482333004202518,ok,135718.0
UCB appendix,8,0.75,0.06361749753151888,0.08482333004202518,ok,27487
UCB direct,8,0.75,0.06361749753151888,0.08482333004202518,ok,25759
TS appendix,8,0.75,0.06361749753151888,0.08482333004202518,ok,49517
TS direct,8,0.75,0.06361749753151888,0.08482333004202518,ok,43640
Xu2021 observation-free UCB,8,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
Xu2021 observation-free TS,8,0.75,0.06361749753151888,0.08482333004202518,ok,60320.0
