algorithm,repeat,T,status,native_cost,target_ratio,post_phase_ratio,target_pulls,non_target_pulls,clipped_cost,requested_cost,sample_equivalent_cost
Jun2018 clipped UCB,9,100000,failed,64161,0.18644,,18644,81356,24386443.046304934,24450604.04630497,
Zuo2024 clipped TS,9,100000,failed,52878,0.33342,,33342,66658,4.791609392032695e+17,4.7916093920332326e+17,
Xu2021 observation-free UCB,9,100000,infeasible,828932.0,,,,,0.0,828932.0,8289320.0
Xu2021 observation-free TS,9,100000,infeasible,828932.0,,,,,0.0,828932.0,8289320.0
Jun2018 clipped UCB,9,250000,failed,142415,0.282232,,70558,179442,67251080.47173397,67393495.4717335,
Zuo2024 clipped TS,9,250000,failed,94990,0.519628,,129907,120093,1.5550804437501919e+18,1.555080443750285e+18,
Xu2021 observation-free UCB,9,250000,infeasible,894904.0,,,,,0.0,894904.0,8949040.0
Xu2021 observation-free TS,9,250000,infeasible,894904.0,,,,,0.0,894904.0,8949040.0
Jun2018 clipped UCB,9,400000,failed,211730,0.3318075,,132723,267277,113513692.17631952,113725422.1763196,
Zuo2024 clipped TS,9,400000,failed,118847,0.624995,,249998,150002,2.426110029862915e+18,2.426110029863033e+18,
Xu2021 observation-free UCB,9,400000,infeasible,928744.0,,,,,0.0,928744.0,9287440.0
Xu2021 observation-free TS,9,400000,infeasible,928744.0,,,,,0.0,928744.0,9287440.0
Jun2018 clipped UCB,9,550000,failed,262651,0.39775272727272726,,218764,331236,136333168.5314888,136595819.53148815,
Zuo2024 clipped TS,9,550000,failed,135090,0.6903236363636364,,379678,170322,3.12785358241718e+18,3.1278535824173153e+18,
Xu2021 observation-free UCB,9,550000,infeasible,951674.0,,,,,0.0,951674.0,9516740.0
Xu2021 observation-free TS,9,550000,infeasible,951674.0,,,,,0.0,951674.0,9516740.0
Jun2018 clipped UCB,9,700000,failed,302595,0.45447,,318129,381871,146644559.7019539,146947154.70195392,
Zuo2024 clipped TS,9,700000,failed,149474,0.7305085714285714,,511356,188644,3.8369513000813015e+18,3.836951300081456e+18,
Xu2021 observation-free UCB,9,700000,infeasible,969038.0,,,,,0.0,969038.0,9690380.0
Xu2021 observation-free TS,9,700000,infeasible,969038.0,,,,,0.0,969038.0,9690380.0
Jun2018 clipped UCB,9,850000,failed,344052,0.49006823529411764,,416558,433442,168179146.46755093,168523198.46755308,
Zuo2024 clipped TS,9,850000,failed,153373,0.772815294117647,,656893,193107,4.0206495772397235e+18,4.020649577239873e+18,
Xu2021 observation-free UCB,9,850000,infeasible,983016.0,,,,,0.0,983016.0,9830160.0
Xu2021 observation-free TS,9,850000,infeasible,983016.0,,,,,0.0,983016.0,9830160.0
Jun2018 clipped UCB,9,1000000,failed,372674,0.529482,,529482,470518,175543383.16546592,175916057.1654659,
Zuo2024 clipped TS,9,1000000,failed,162041,0.795502,,795502,204498,4.508957232123878e+18,4.508957232124041e+18,
Xu2021 observation-free UCB,9,1000000,simulated,994718.0,0.552376,1.0,552376,447624,0.0,994718.0,9947180.0
Xu2021 observation-free TS,9,1000000,simulated,994718.0,0.552428,1.0,552428,447572,0.0,994718.0,9947180.0
